,Host,Isolate Name,Isolation Date,State,Subtype
227,IRD:American Black Duck/Avian,A/American black duck/New Brunswick/00622/2010,2010-08-16 00:00:00,New Brunswick,H3N6
228,IRD:Avian,A/American black duck/New Brunswick/00481/2010,2010-08-12 00:00:00,New Brunswick,H4N6
229,IRD:Green-Winged Teal/Avian,A/green-winged teal/California/11285/2008,2008-12-13 00:00:00,California,(H10)
230,IRD:Avian,A/blue-winged teal/New Brunswick/00770/2010,2010-08-25 00:00:00,New Brunswick,H3N8
231,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00526/2008,2008-05-23 00:00:00,New Jersey,H10N7
232,IRD:Northern Shoveler/Avian,A/northern shoveler/California/8536/2008,2008-10-25 00:00:00,California,H6N1
233,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/Delaware/Sg-00469/2008,2008-05-21 00:00:00,Delaware,H3N2
234,IRD:Mallard/Avian,A/mallard/Interior Alaska/10CH00035R0/2010,2010-09-05 00:00:00,Interior Alaska,H3N8
235,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00504/2008,2008-05-18 00:00:00,New Jersey,H10N7
236,IRD:Avian,A/American green-winged teal/Illinois/10OS1551/2010,2010-09-04 00:00:00,Illinois,H4N6
237,IRD:Avian,A/northern pintail/Illinois/10OS3257/2010,2010-10-29 00:00:00,Illinois,(H11)
238,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM11643R0/2009,2009-08-18 00:00:00,Interior Alaska,H8N4
239,IRD:Avian,A/blue-winged teal/Nova Scotia/00080/2010,2010-09-07 00:00:00,Nova Scotia,H3N8
240,IRD:Avian,A/mallard/California/8462/2008,2008-10-22 00:00:00,California,H6N1
241,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/375/2008,2008-05-17 00:00:00,Delaware,H6N8
242,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM3355R0/2009,2009-07-21 00:00:00,Interior Alaska,H10N7
243,IRD:Avian,A/American green-winged teal/Interior Alaska/10BM08228R0/2010,2010-08-04 00:00:00,Interior Alaska,H3N8
244,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM9065R0/2009,2009-08-11 00:00:00,Interior Alaska,H10N7
245,IRD:Avian,A/mallard/Illinois/10OS3676/2010,2010-10-31 00:00:00,Illinois,H3N8
246,IRD:American Wigeon/Avian,A/American wigeon/California/3180/2010,2010-11-27 00:00:00,California,H5N2
247,IRD:Mallard/Avian,A/mallard/California/2563V/2011,2011-08-12 00:00:00,California,H4N6
248,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/446/2008,2008-05-17 00:00:00,Delaware,H4N6
249,IRD:Avian,A/northern shoveler/Arkansas/11OS386/2011,2011-01-12 00:00:00,Arkansas,H9N2
250,IRD:Avian,A/blue-winged teal/New Brunswick/00767/2010,2010-08-25 00:00:00,New Brunswick,H3N8
251,IRD:Avian,A/mallard/California/2540V/2011,2011-08-12 00:00:00,California,H3N8
252,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00551/2008,2008-05-22 00:00:00,New Jersey,H6N6
253,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-1211/2009,2009-06-03 00:00:00,New Jersey,H1N9
254,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/500/2009,2009-05-21 00:00:00,Delaware,H10N7
255,IRD:Avian,A/blue-winged teal/Texas/AI09-4405/2009,2009-09-19 00:00:00,Texas,H3N6
256,IRD:Northern Shoveler/Avian,A/northern shoveler/California/9140/2008,2008-11-19 00:00:00,California,H1N9
257,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM11867R0/2009,2009-08-19 00:00:00,Interior Alaska,H3N8
258,IRD:Green-Winged Teal/Avian,A/green-winged teal/Minnesota/Sg-01073/2008,2008-11-09 00:00:00,Minnesota,H6N2
259,IRD:Avian,A/mallard/Wisconsin/10OS2945/2010,2010-10-03 00:00:00,Wisconsin,(N9)
260,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Prince Edward Island/03927/2009,2009-08-19 00:00:00,Prince Edward Island,H3N8
261,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM11351R0/2009,2009-08-18 00:00:00,Interior Alaska,H10N7
262,IRD:Avian,A/American black duck/New Brunswick/00487/2010,2010-08-12 00:00:00,New Brunswick,H4N8
263,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Guatemala/CIP049-04/2010,2010-01-31 00:00:00,Guatemala,H8N4
264,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS3079/2011,2011-09-24 00:00:00,Wisconsin,H3N2
265,IRD:Mallard/Avian,A/mallard/California/2590V/2011,2011-08-12 00:00:00,California,H4N6
266,IRD:Mallard/Avian,A/blue-winged Teal/North Dakota/AI09-3881/2009,2009-09-13 00:00:00,North Dakota,H4N6
267,IRD:Avian,A/mallard/Minnesota/Sg-00686/2008,2008-08-03 00:00:00,Minnesota,H8N4
268,IRD:Avian,A/mallard/Wisconsin/10OS2918/2010,2010-10-03 00:00:00,Wisconsin,H4N6
269,IRD:Avian,A/mallard/Minnesota/AI09-1864/2009,2009-07-28 00:00:00,Minnesota,H10N5
270,IRD:Avian,A/mallard/Minnesota/AI09-3302/2009,2009-09-09 00:00:00,Minnesota,H11N9
271,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM9335R0/2009,2009-08-12 00:00:00,Interior Alaska,H10N7
272,IRD:Avian,A/mallard/Interior Alaska/10BM06450R0/2010,2010-07-30 00:00:00,Interior Alaska,H4N6
273,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM11231R0/2009,2009-08-18 00:00:00,Interior Alaska,H3N8
274,IRD:American Green-winged Teal/Avian,A/American green-winged teal/Interior Alaska/9BM6428R0/2009,2009-08-03 00:00:00,Interior Alaska,H10N7
275,IRD:Grebe/Avian,A/red-necked grebe/Minnesota/AI10-1954/2010,2010-07-07 00:00:00,Minnesota,H1N1
276,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS3009/2011,2011-10-02 00:00:00,Wisconsin,H11N9
277,IRD:American Green-winged Teal/Avian,A/American green-winged teal/Interior Alaska/9BM6225R0/2009,2009-08-03 00:00:00,Interior Alaska,H10N7
278,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/236/2009,2009-05-20 00:00:00,Delaware,H11N1
279,IRD:Mallard/Avian,A/mallard/California/1523/2010,2010-08-11 00:00:00,California,H4N6
280,IRD:Avian,A/mallard/Wisconsin/10OS2538/2010,2010-09-26 00:00:00,Wisconsin,H3N2
281,IRD:Mallard/Avian,A/mallard/Minnesota/AI09-2519/2009,2009-09-06 00:00:00,Minnesota,H3N6
282,IRD:Green-Winged Teal/Avian,A/green winged teal/California/AKS1305/2008,2008-01-26 00:00:00,California,H11N9
283,IRD:Canada Goose/Avian,A/Canada goose/Delaware Bay/34/2010,2010-05-19 00:00:00,Delaware,H6N1
284,IRD:Avian,A/northern pintail/Interior Alaska/10BM04704R0/2010,2010-07-18 00:00:00,Interior Alaska,H4N6
285,IRD:Avian,A/American green-winged teal/Interior Alaska/10BM08134R0/2010,2010-08-04 00:00:00,Interior Alaska,H3N8
286,IRD:Avian,A/northern pintail/Interior Alaska/9BM6040R0/2009,2009-08-02 00:00:00,Interior Alaska,H4N6
287,IRD:Mallard/Avian,A/mallard/Ohio/11OS2016/2011,2011-08-16 00:00:00,Ohio,H1N1
288,IRD:Northern Shoveler/Avian,A/northern shoveler/Mississippi/09OS025/2009,2009-01-09 00:00:00,Mississippi,H12N5
289,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-169/2009,2009-05-08 00:00:00,New Jersey,H11N8
290,IRD:Mallard/Avian,A/mallard/California/2540P/2011,2011-08-12 00:00:00,California,H3N8
291,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Louisiana/AI11-2911/2011,2011-09-10 00:00:00,Louisiana,H7N3
292,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Illinois/08OS2713/2008,2008-10-26 00:00:00,Illinois,H10N7
293,IRD:Common Goldeneye/Avian,A/common goldeneye/Iowa/3192/2009,2009-11-07 00:00:00,Iowa,H11N9
294,IRD:Avian,A/blue-winged teal/Wisconsin/10OS3092/2010,2010-10-03 00:00:00,Wisconsin,H3N6
295,IRD:Avian,A/mallard/Interior Alaska/10BM06909R0/2010,2010-07-31 00:00:00,Interior Alaska,H7N3
296,IRD:Mallard-Black Duck Hybrid/Avian,A/mallard-black duck hybrid/New Brunswick/03736/2009,2009-09-14 00:00:00,New Brunswick,H13N6
297,IRD:Avian,A/mallard/Nova Scotia/00093/2010,2010-09-10 00:00:00,Nova Scotia,H1N1
298,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS3422/2011,2011-10-16 00:00:00,Wisconsin,H11N9
299,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Canada/3288/2011,2011-09-24 00:00:00,Canada,H3N8
300,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM07106R0/2010,2010-08-01 00:00:00,Interior Alaska,H7N3
301,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM10969R0/2009,2009-08-17 00:00:00,Interior Alaska,H3N8
302,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-1233/2009,2009-06-03 00:00:00,New Jersey,H1N7
303,IRD:Avian,A/mallard/Minnesota/Sg-00782/2008,2008-08-02 00:00:00,Minnesota,H2N3
304,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Wisconsin/11OS2657/2011,2011-10-01 00:00:00,Wisconsin,H4N6
305,IRD:Mallard/Avian,A/mallard/Illinois/4179/2009,2009-11-30 00:00:00,Illinois,H11N9
306,IRD:Avian,A/blue-winged teal/Nova Scotia/01027/2010,2010-09-22 00:00:00,Nova Scotia,H3N8
307,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM08705R0/2010,2010-08-05 00:00:00,Interior Alaska,H7N3
308,IRD:Avian,A/mallard/Nova Scotia/01016/2010,2010-09-20 00:00:00,Nova Scotia,H3N8
309,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/369/2008,2008-05-17 00:00:00,Delaware,H10N7
310,IRD:Green-Winged Teal/Avian,A/green-winged teal/Minnesota/Sg-01065/2008,2008-10-11 00:00:00,Minnesota,H6N2
311,IRD:Mallard/Avian,A/mallard/Ohio/11OS2153/2011,2011-08-22 00:00:00,Ohio,H3N8
312,IRD:Northern Shoveler/Avian,A/northern shoveler/California/8629/2008,2008-10-29 00:00:00,California,H6N1
313,IRD:Avian,A/American wigeon/Louisiana/Sg-01032/2008,2008-11-09 00:00:00,Louisiana,H6N2
314,IRD:Northern Shoveler/Avian,A/northern shoveler/Illinois/11OS4404/2011,2011-11-13 00:00:00,Illinois,H7N3
315,IRD:Avian,A/ring-billed gull/Quebec/G018/2010,2010-05-12 00:00:00,Quebec,H1N3
316,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM1962/2009,2009-07-04 00:00:00,Interior Alaska,H4N6
317,IRD:Mallard/Avian,A/mallard/Illinois/11OS4420/2011,2011-11-13 00:00:00,Illinois,H2N3
318,IRD:Avian,A/mallard/Illinois/10OS4334/2010,2010-11-27 00:00:00,Illinois,H10N7
319,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/111/2009,2009-05-20 00:00:00,Delaware,H10N7
320,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS3106/2011,2011-09-25 00:00:00,Wisconsin,H3N2
321,IRD:Mallard/Avian,A/mallard/California/6524/2008,2008-11-05 00:00:00,California,H12N5
322,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM09528R0/2010,2010-08-07 00:00:00,Interior Alaska,H7N3
323,IRD:Avian,A/mallard/Interior Alaska/9BM9985R0/2009,2009-08-15 00:00:00,Interior Alaska,H4N6
324,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM2254/2009,2009-07-11 00:00:00,Interior Alaska,H4N6
325,IRD:Avian,A/blue-winged teal/Missouri/10MO021/2010,2010-09-15 00:00:00,Missouri,H3N8
326,IRD:Northern Shoveler/Avian,A/northern shoveler/Missouri/10OS4750/2010,2010-12-12 00:00:00,Missouri,H7N3
327,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00484/2008,2008-05-16 00:00:00,New Jersey,H12N5
328,IRD:Gadwall/Avian,A/gadwall/California/8340/2008,2008-10-19 00:00:00,California,H6N1
329,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM1947/2009,2009-07-04 00:00:00,Interior Alaska,H4N6
330,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-342/2009,2009-05-20 00:00:00,New Jersey,H10N7
331,IRD:Avian,A/northern shoveler/California/3183/2010,2010-11-27 00:00:00,California,H11N2
332,IRD:Mallard/Avian,A/mallard/California/5149/2009,2009-07-25 00:00:00,California,H5N2
333,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Iowa/44555-551/2011,2011-09-17 00:00:00,Iowa,H3N2
334,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM7368R0/2009,2009-08-07 00:00:00,Interior Alaska,H3N8
335,IRD:Avian,A/mallard/Minnesota/Sg-01035/2008,2008-09-14 00:00:00,Minnesota,H3N8
336,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/8BM1995R1/2008,2008-08-09 00:00:00,Interior Alaska,H12N5
337,IRD:Mallard/Avian,A/mallard/California/1438/2010,2010-08-09 00:00:00,California,H2N3
338,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Wisconsin/11OS3580/2011,2011-10-30 00:00:00,Wisconsin,H12N2
339,IRD:Mallard/Avian,A/mallard/Ohio/10OS1319/2010,2010-08-02 00:00:00,Ohio,H4N6
340,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM10787R0/2010,2010-08-10 00:00:00,Interior Alaska,H7N3
341,IRD:Avian,A/northern pintail/Interior Alaska/9BM11789R0/2009,2009-08-19 00:00:00,Interior Alaska,H3N8
342,IRD:Avian,A/mallard/Alberta/569/2008,2008-08-08 00:00:00,Alberta,H1N1
343,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/293/2008,2008-05-16 00:00:00,Delaware,H4N6
344,IRD:Avian,A/mallard/Wisconsin/10OS3067/2010,2010-10-03 00:00:00,Wisconsin,H4N2
345,IRD:Avian,A/American green-winged teal/Illinois/10OS3343/2010,2010-10-30 00:00:00,Illinois,H2N3
346,IRD:Avian,A/northern pintail/Interior Alaska/9BM11719R1/2009,2009-08-19 00:00:00,Interior Alaska,H4N6
347,IRD:Northern Pintail/Avian,A/northern pintail/California/6495/2008,2008-11-02 00:00:00,California,H6N1
348,IRD:Mallard/Avian,A/mallard/Ohio/1695/2009,2009-08-25 00:00:00,Ohio,H4N6
349,IRD:Avian,A/mallard/Interior Alaska/10BM06448R0/2010,2010-07-30 00:00:00,Interior Alaska,H4N6
350,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00520/2008,2008-05-23 00:00:00,New Jersey,H3N2
351,IRD:Avian,A/mallard/Ohio/11OS2120/2011,2011-08-13 00:00:00,Ohio,H1N1
352,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM8657R1/2009,2009-08-10 00:00:00,Interior Alaska,H3N8
353,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Interior Alaska/9BM5045R0/2009,2009-07-29 00:00:00,Interior Alaska,H8N4
354,IRD:Avian,A/American green-winged teal/Interior Alaska/9BM8129R0/2009,2009-08-09 00:00:00,Interior Alaska,H4N6
355,IRD:Avian,A/American green-winged teal/Missouri/10OS4622/2010,2010-12-12 00:00:00,Missouri,H12N4
356,IRD:Northern Shoveler/Avian,A/northern shoveler/California/9187/2008,2008-11-22 00:00:00,California,H6N2
357,IRD:Mallard-Black Duck Hybrid/Avian,A/mallard-black duck hybrid/New Brunswick/00904/2010,2010-09-14 00:00:00,New Brunswick,H10N7
358,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-1251/2009,2009-06-03 00:00:00,New Jersey,H10N7
359,IRD:Avian,A/mallard/Missouri/10MO0550/2010,2010-12-29 00:00:00,Missouri,H11N3
360,IRD:Avian,A/American green-winged teal/Mississippi/11OS250/2011,2011-01-15 00:00:00,Mississippi,H7N3
361,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM8553R0/2009,2009-08-10 00:00:00,Interior Alaska,H3N8
362,IRD:Avian,A/gadwall/Missouri/10MO0280/2010,2010-11-16 00:00:00,Missouri,H5N2
363,IRD:Mallard/Avian,A/mallard/Ohio/11OS2224/2011,2011-08-19 00:00:00,Ohio,H1N1
364,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Guatemala/CIP049-09/2010,2010-01-31 00:00:00,Guatemala,H5N3
365,IRD:Avian,A/northern pintail/Interior Alaska/9BM6094R0/2009,2009-08-02 00:00:00,Interior Alaska,H4N6
366,IRD:Avian,A/ring-necked duck/Nova Scotia/03378/2009,2009-08-08 00:00:00,Nova Scotia,H3N8
367,IRD:Duck/Avian,A/duck/SK/4628/2010,2010-12-12 00:00:00,SK,H5N3
368,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM1870/2009,2009-07-01 00:00:00,Interior Alaska,H4N6
369,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00514/2008,2008-05-23 00:00:00,New Jersey,H10N7
370,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00481/2008,2008-05-18 00:00:00,New Jersey,H12N5
371,IRD:Avian,A/mallard/Minnesota/Sg-00589/2008,2008-07-31 00:00:00,Minnesota,H3N8
372,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Illinois/3054/2009,2009-10-17 00:00:00,Illinois,H1N2
373,IRD:Avian,A/American green-winged teal/Wisconsin/11OS3431/2011,2011-10-16 00:00:00,Wisconsin,H5N2
374,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00550/2008,2008-05-28 00:00:00,New Jersey,H4N6
375,IRD:Avian,A/blue-winged teal/North Dakota/Sg-00759/2008,2008-09-11 00:00:00,North Dakota,H3N6
376,IRD:White-Rumped Sandpiper/Avian,A/white-rumped sandpiper/Canada/2541/2011,2011-08-17 00:00:00,Canada,H2N5
377,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM11497R0/2010,2010-08-12 00:00:00,Interior Alaska,H3N6
378,IRD:Mallard/Avian,A/mallard/California/5192/2009,2009-07-27 00:00:00,California,H4N2
379,IRD:Green-Winged Teal/Avian,A/green-winged teal/California/6990/2008,2008-11-23 00:00:00,California,H6N1
380,IRD:Avian,A/ring-necked duck/New Brunswick/03400/2009,2009-08-09 00:00:00,New Brunswick,H3N8
381,IRD:Avian,A/American black duck/Wisconsin/10OS3949/2010,2010-11-18 00:00:00,Wisconsin,H7N8
382,IRD:Avian,A/gadwall/Illinois/10OS3384/2010,2010-10-30 00:00:00,Illinois,H11N2
383,IRD:Avian,A/mallard/Illinois/10OS3249/2010,2010-10-29 00:00:00,Illinois,H11N2
384,IRD:Avian,A/mallard/Interior Alaska/9BM2241R1/2009,2009-07-11 00:00:00,Interior Alaska,H4N6
385,IRD:Avian,A/mallard/Minnesota/Sg-01030/2008,2008-09-12 00:00:00,Minnesota,H10N7
386,IRD:Avian,A/blue-winged teal/North Dakota/Sg-00733/2008,2008-09-05 00:00:00,North Dakota,H1N5
387,IRD:American Black Duck/Avian,A/American black duck/New Brunswick/03556/2009,2009-09-11 00:00:00,New Brunswick,H4N6
388,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM12221R0/2010,2010-08-13 00:00:00,Interior Alaska,H4N6
389,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM2170/2009,2009-07-10 00:00:00,Interior Alaska,H4N6
390,IRD:Avian,A/northern pintail/Interior Alaska/9BM4410R1/2009,2009-07-28 00:00:00,Interior Alaska,H10N7
391,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM8967R0/2009,2009-08-11 00:00:00,Interior Alaska,H8N4
392,IRD:Avian,A/American black duck/Nova Scotia/00090/2010,2010-09-10 00:00:00,Nova Scotia,H1N1
393,IRD:Avian,A/mallard/Interior Alaska/10BM06905R0/2010,2010-07-31 00:00:00,Interior Alaska,H7N3
394,IRD:Gull/Avian,A/gull/Delaware/AI09-435/2009,2009-05-28 00:00:00,Delaware,(N9)
395,IRD:Avian,A/mallard/Wisconsin/10OS2524/2010,2010-09-26 00:00:00,Wisconsin,H11N2
396,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM8464R0/2009,2009-08-10 00:00:00,Interior Alaska,H3N1
397,IRD:Mallard/Avian,A/mallard/California/2533V/2011,2011-08-12 00:00:00,California,H4N6
398,IRD:Avian,A/mallard/Minnesota/AI09-3353/2009,2009-09-09 00:00:00,Minnesota,H2N9
399,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM10244R0/2009,2009-08-16 00:00:00,Interior Alaska,H10N7
400,IRD:Avian,A/mallard/Wisconsin/10OS3144/2010,2010-10-29 00:00:00,Wisconsin,H6N1
401,IRD:Mallard/Avian,A/mallard/Ohio/1688/2009,2009-08-10 00:00:00,Ohio,H12N5
402,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM07066R0/2010,2010-08-01 00:00:00,Interior Alaska,H7N3
403,IRD:Lesser Scaup/Avian,A/lesser scaup/Wisconsin/3964/2009,2009-11-23 00:00:00,Wisconsin,H10N3
404,IRD:Avian,A/mallard/Minnesota/Sg-00837/2008,2008-09-04 00:00:00,Minnesota,H6N1
405,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM11431R0/2009,2009-08-18 00:00:00,Interior Alaska,H3N1
406,IRD:Avian,A/blue-winged teal/New Brunswick/00538/2010,2010-08-13 00:00:00,New Brunswick,H3N8
407,IRD:Mallard/Avian,A/mallard/Illinois/3747/2009,2009-11-14 00:00:00,Illinois,H6N1
408,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS3192/2011,2011-09-24 00:00:00,Wisconsin,H3N2
409,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/756/2009,2009-06-04 00:00:00,Delaware,H10N7
410,IRD:Avian,A/American black duck/New Brunswick/00986/2010,2010-09-16 00:00:00,New Brunswick,H4N6
411,IRD:Coot/Avian,A/American coot/Illinois/3405/2009,2009-10-31 00:00:00,Illinois,H10N3
412,IRD:Northern Pintail/Avian,A/northern pintail/Wisconsin/11OS3299/2011,2011-10-01 00:00:00,Wisconsin,H4N6
413,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/322/2009,2009-05-20 00:00:00,Delaware,H10N7
414,IRD:Avian,A/northern shoveler/Minnesota/Sg-00648/2008,2008-08-01 00:00:00,Minnesota,H8N4
415,IRD:Avian,A/mallard/Interior Alaska/10BM06458R0/2010,2010-07-30 00:00:00,Interior Alaska,(H3)
416,IRD:Avian,A/green-winged teal/Prince Edward Island/00840/2010,2010-09-02 00:00:00,Prince Edward Island,H3N8
417,IRD:Avian,A/blue-winged teal/New Brunswick/00285/2010,2010-09-14 00:00:00,New Brunswick,H3N8
418,IRD:Mallard/Avian,A/mallard/California/2595V/2011,2011-08-12 00:00:00,California,H12N5
419,IRD:Avian,A/mallard/New Brunswick/00992/2010,2010-09-16 00:00:00,New Brunswick,(N9)
420,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/Delaware/Sg-00539/2008,2008-05-31 00:00:00,Delaware,H4N6
421,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM10210R0/2009,2009-08-16 00:00:00,Interior Alaska,H10N7
422,IRD:Avian,A/northern pintail/Louisiana/Sg-01033/2008,2008-11-09 00:00:00,Louisiana,H4N8
423,IRD:Duck/Avian,A/long-tailed duck/Wisconsin/10OS4225/2010,2010-12-03 00:00:00,Wisconsin,H14N6
424,IRD:American Wigeon/Avian,A/American wigeon/California/9044/2008,2008-11-15 00:00:00,California,H6N1
425,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM07242R0/2010,2010-08-01 00:00:00,Interior Alaska,H4N6
426,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM6164R0/2009,2009-08-02 00:00:00,Interior Alaska,H10N7
427,IRD:Avian,A/mallard/Minnesota/Sg-00949/2008,2008-09-03 00:00:00,Minnesota,H3N2
428,IRD:Avian,A/northern pintail/Interior Alaska/9BM4666R0/2009,2009-07-29 00:00:00,Interior Alaska,H10N7
429,IRD:Avian,A/northern pintail/Interior Alaska/10BM02549R0/2010,2010-06-22 00:00:00,Interior Alaska,(H4)
430,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00506/2008,2008-05-17 00:00:00,New Jersey,H4N6
431,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Missouri/11OS2640/2011,2011-09-10 00:00:00,Missouri,H4N8
432,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM10480R0/2010,2010-08-09 00:00:00,Interior Alaska,H3N8
433,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Interior Alaska/10BM06728R0/2010,2010-07-30 00:00:00,Interior Alaska,H4N6
434,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/655/2009,2009-06-01 00:00:00,Delaware,H1N8
435,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/8BM3723/2008,2008-09-27 00:00:00,Interior Alaska,H4N1
436,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/181/2009,2009-05-20 00:00:00,Delaware,H6N8
437,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Interior Alaska/9BM4407R0/2009,2009-07-27 00:00:00,Interior Alaska,H10N7
438,IRD:Avian,A/mallard/Minnesota/Sg-00767/2008,2008-08-27 00:00:00,Minnesota,H4N8
439,IRD:Avian,A/mallard/Wisconsin/10OS2917/2010,2010-10-03 00:00:00,Wisconsin,H4N6
440,IRD:Mallard/Avian,A/mallard/California/3134/2010,2010-11-24 00:00:00,California,H1N1
441,IRD:Mallard/Avian,A/mallard/Ohio/11OS2072/2011,2011-08-18 00:00:00,Ohio,(H4)
442,IRD:Blue-Winged Teal/Avian,A/blue-winged Teal/North Dakota/AI09-2912/2009,2009-09-02 00:00:00,North Dakota,H6N1
443,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM10813R0/2009,2009-08-17 00:00:00,Interior Alaska,H4N6
444,IRD:American Black Duck/Avian,A/American black duck/Illinois/4119/2009,2009-11-29 00:00:00,Illinois,H8N4
445,IRD:Mallard/Avian,A/mallard/California/5219/2009,2009-07-27 00:00:00,California,H5N2
446,IRD:Mallard/Avian,A/mallard/Ohio/11OS1998/2011,2011-08-13 00:00:00,Ohio,H1N1
447,IRD:Avian,A/long-tailed duck/Wisconsin/10OS3915/2010,2010-11-16 00:00:00,Wisconsin,H3N6
448,IRD:Avian,A/northern pintail/California/2548/2010,2010-10-23 00:00:00,California,H11N2
449,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM05347R0/2010,2010-07-25 00:00:00,Interior Alaska,H7N3
