,Sink,Source,Time Class,Time Delta,Transmission Type,Weight
183,A/mallard/Interior Alaska/10BM07085R0/2010,A/northern pintail/Interior Alaska/10BM06524R0/2010,Direct Transmission,2.0,Inter-Species,7.999414
184,A/mallard/Interior Alaska/10BM07501R0/2010,A/northern pintail/Interior Alaska/10BM06524R0/2010,Direct Transmission,3.0,Inter-Species,8.0
185,A/mallard/Interior Alaska/10BM06911R0/2010,A/northern pintail/Interior Alaska/10BM06524R0/2010,Direct Transmission,1.0,Inter-Species,8.0
186,A/northern pintail/Interior Alaska/10BM06895R0/2010,A/northern pintail/Interior Alaska/10BM06524R0/2010,Direct Transmission,1.0,Intra-Species,7.9991330000000005
187,A/northern pintail/Interior Alaska/9BM6095R0/2009,A/northern pintail/Interior Alaska/9BM6094R0/2009,Direct Transmission,0.0,Intra-Species,8.0
188,A/American green-winged teal/Interior Alaska/9BM6258R0/2009,A/northern pintail/Interior Alaska/9BM6094R0/2009,Direct Transmission,1.0,Inter-Species,7.996753
189,A/northern pintail/Interior Alaska/9BM10813R0/2009,A/northern pintail/Interior Alaska/9BM6094R0/2009,Direct Transmission,15.0,Intra-Species,7.9967320000000015
190,A/ruddy turnstone/New Jersey/AI09-1326/2009,A/ruddy turnstone/Delaware/AI09-879/2009,Direct Transmission,2.0,Intra-Species,7.988477
191,A/mallard/Minnesota/AI09-1867/2009,A/mallard/Minnesota/AI09-1854/2009,Direct Transmission,0.0,Intra-Species,7.996486999999999
192,A/mallard/Minnesota/AI09-1833/2009,A/mallard/Minnesota/AI09-1854/2009,Direct Transmission,0.0,Intra-Species,7.996809
193,A/shorebird/Delaware Bay/340/2009,A/shorebird/Delaware Bay/342/2009,Direct Transmission,0.0,Intra-Species,8.0
194,A/shorebird/Delaware Bay/338/2009,A/shorebird/Delaware Bay/342/2009,Direct Transmission,0.0,Intra-Species,7.999300999999999
195,A/mallard/Mississippi/390/2010,A/mallard/Mississippi/354/2010,Direct Transmission,1.0,Intra-Species,7.9958550000000015
196,A/blue-winged teal/Nova Scotia/00121/2010,A/mallard/New Brunswick/00349/2010,Environmental Persistence,33.0,Inter-Species,8.0
197,A/mallard/Nova Scotia/00084/2010,A/mallard/New Brunswick/00349/2010,Environmental Persistence,33.0,Intra-Species,7.999567
198,A/mallard/Nova Scotia/00346/2010,A/mallard/New Brunswick/00349/2010,Direct Transmission,0.0,Intra-Species,8.0
199,A/American black duck/Nova Scotia/00099/2010,A/mallard/New Brunswick/00349/2010,Environmental Persistence,33.0,Inter-Species,7.998411
200,A/American black duck/Nova Scotia/00089/2010,A/mallard/New Brunswick/00349/2010,Environmental Persistence,33.0,Inter-Species,7.999567999999999
201,A/mallard/Nova Scotia/00088/2010,A/mallard/New Brunswick/00349/2010,Environmental Persistence,33.0,Intra-Species,7.994263
202,A/American black duck/Nova Scotia/00098/2010,A/mallard/New Brunswick/00349/2010,Environmental Persistence,33.0,Inter-Species,7.999427000000002
203,A/American black duck/Nova Scotia/00091/2010,A/mallard/New Brunswick/00349/2010,Environmental Persistence,33.0,Inter-Species,7.998694
204,A/American black duck/Nova Scotia/00094/2010,A/mallard/New Brunswick/00349/2010,Environmental Persistence,33.0,Inter-Species,7.999427000000002
205,A/American black duck/Nova Scotia/00096/2010,A/mallard/New Brunswick/00349/2010,Environmental Persistence,33.0,Inter-Species,7.9995460000000005
206,A/American black duck/Nova Scotia/00092/2010,A/mallard/New Brunswick/00349/2010,Environmental Persistence,33.0,Inter-Species,8.0
207,A/American black duck/Nova Scotia/00086/2010,A/mallard/New Brunswick/00349/2010,Environmental Persistence,33.0,Inter-Species,7.998841
208,A/American black duck/New Brunswick/00321/2010,A/mallard/New Brunswick/00349/2010,Direct Transmission,0.0,Inter-Species,7.990189
209,A/American black duck/Nova Scotia/00090/2010,A/mallard/New Brunswick/00349/2010,Environmental Persistence,33.0,Inter-Species,8.0
210,A/blue-winged teal/Nova Scotia/00126/2010,A/mallard/New Brunswick/00349/2010,Environmental Persistence,33.0,Inter-Species,7.999567999999999
211,A/mallard/Interior Alaska/9BM12567R0/2009,A/mallard/Interior Alaska/9BM12285R0/2009,Direct Transmission,3.0,Intra-Species,7.991439
212,A/northern pintail/Interior Alaska/9BM12647R0/2009,A/mallard/Interior Alaska/9BM12285R0/2009,Direct Transmission,4.0,Inter-Species,7.994585000000002
213,A/northern shoveler/Interior Alaska/9BM12298R0/2009,A/mallard/Interior Alaska/9BM12285R0/2009,Direct Transmission,0.0,Inter-Species,7.996389
214,A/shorebird/Delaware/170/2009,A/shorebird/Delaware Bay/170/2009,Direct Transmission,0.0,Intra-Species,7.966778
215,A/mallard/Interior Alaska/10BM10829R0/2010,A/northern pintail/Interior Alaska/10BM10853R0/2010,Direct Transmission,0.0,Inter-Species,8.0
216,A/northern pintail/Interior Alaska/10BM10790R0/2010,A/northern pintail/Interior Alaska/10BM10853R0/2010,Direct Transmission,0.0,Intra-Species,7.998844
217,A/mallard/Interior Alaska/10BM10876R0/2010,A/northern pintail/Interior Alaska/10BM10853R0/2010,Direct Transmission,0.0,Inter-Species,8.0
218,A/mallard/Interior Alaska/10BM10859R0/2010,A/northern pintail/Interior Alaska/10BM10853R0/2010,Direct Transmission,0.0,Inter-Species,8.0
219,A/mallard/Interior Alaska/10BM08883R0/2010,A/northern pintail/Interior Alaska/10BM08586R0/2010,Direct Transmission,1.0,Inter-Species,7.996513999999999
220,A/mallard/Interior Alaska/9BM2252/2009,A/mallard/Interior Alaska/9BM2243/2009,Direct Transmission,0.0,Intra-Species,7.998963000000002
221,A/American green-winged teal/Interior Alaska/9BM6225R0/2009,A/American green-winged teal/Interior Alaska/9BM6223R0/2009,Direct Transmission,0.0,Intra-Species,8.0
222,A/northern pintail/Interior Alaska/9BM7696R0/2009,A/American green-winged teal/Interior Alaska/9BM6223R0/2009,Direct Transmission,5.0,Inter-Species,8.0
223,A/northern pintail/Interior Alaska/9BM9005R0/2009,A/American green-winged teal/Interior Alaska/9BM6223R0/2009,Direct Transmission,8.0,Inter-Species,7.995710000000001
224,A/northern pintail/Interior Alaska/9BM5376R0/2009,A/American green-winged teal/Interior Alaska/9BM6223R0/2009,Direct Transmission,-4.0,Inter-Species,7.999567999999999
225,A/American green-winged teal/Interior Alaska/9BM6222R0/2009,A/American green-winged teal/Interior Alaska/9BM6223R0/2009,Direct Transmission,0.0,Intra-Species,8.0
226,A/northern pintail/Interior Alaska/9BM8084R0/2009,A/American green-winged teal/Interior Alaska/9BM6223R0/2009,Direct Transmission,6.0,Inter-Species,7.9980030000000015
227,A/blue-winged teal/Nova Scotia/00077/2010,A/American black duck/Prince Edward Island/00788/2010,Direct Transmission,13.0,Inter-Species,7.999347
228,A/gadwall/Nova Scotia/00783/2010,A/American black duck/Prince Edward Island/00788/2010,Direct Transmission,13.0,Inter-Species,7.998639
229,A/gadwall/Nova Scotia/00786/2010,A/American black duck/Prince Edward Island/00788/2010,Direct Transmission,13.0,Inter-Species,7.999347
230,A/blue-winged teal/Nova Scotia/00073/2010,A/American black duck/Prince Edward Island/00788/2010,Direct Transmission,13.0,Inter-Species,7.998175999999999
231,A/blue-winged teal/Nova Scotia/00074/2010,A/American black duck/Prince Edward Island/00788/2010,Direct Transmission,13.0,Inter-Species,7.999347
232,A/blue-winged teal/Nova Scotia/00080/2010,A/American black duck/Prince Edward Island/00788/2010,Direct Transmission,13.0,Inter-Species,7.998175999999999
233,A/blue-winged teal/Nova Scotia/00075/2010,A/American black duck/Prince Edward Island/00788/2010,Direct Transmission,13.0,Inter-Species,7.998175999999999
234,A/mallard/Nova Scotia/00778/2010,A/American black duck/Prince Edward Island/00788/2010,Direct Transmission,13.0,Inter-Species,7.998914999999998
235,A/blue-winged teal/Nova Scotia/00078/2010,A/American black duck/Prince Edward Island/00788/2010,Direct Transmission,13.0,Inter-Species,7.999347
236,A/mallard/New Jersey/AI09-6434/2009,A/mallard/New Jersey/AI09-5405/2009,Direct Transmission,0.0,Intra-Species,7.9475599999999975
237,A/mallard/California/2444/2010,A/American wigeon/California/2423/2010,Direct Transmission,4.0,Inter-Species,7.989367999999999
238,A/mallard/California/2529/2010,A/American wigeon/California/2423/2010,Direct Transmission,0.0,Inter-Species,7.9969709999999985
239,A/ring-necked duck/Illinois/4125/2009,A/mallard/Illinois/4124/2009,Direct Transmission,0.0,Inter-Species,8.0
240,A/mallard/Interior Alaska/9BM2259/2009,A/mallard/Interior Alaska/9BM1957/2009,Direct Transmission,7.0,Intra-Species,7.998984
241,A/mallard/Interior Alaska/9BM1972/2009,A/mallard/Interior Alaska/9BM1957/2009,Direct Transmission,2.0,Intra-Species,7.999292999999999
242,A/mallard/Interior Alaska/9BM1969/2009,A/mallard/Interior Alaska/9BM1957/2009,Direct Transmission,2.0,Intra-Species,7.999416
243,A/mallard/Wisconsin/10OS2773/2010,A/wood duck/Wisconsin/10OS2778/2010,Direct Transmission,0.0,Inter-Species,7.999002000000001
244,A/northern pintail/Interior Alaska/9BM7836R0/2009,A/American green-winged teal/Interior Alaska/9BM6410R0/2009,Direct Transmission,5.0,Inter-Species,7.987932999999999
245,A/mallard/Ohio/10OS1469/2010,A/mallard/Ohio/10OS1470/2010,Direct Transmission,0.0,Intra-Species,7.998844
246,A/blue-winged teal/Nova Scotia/01008/2010,A/blue-winged teal/Nova Scotia/01009/2010,Direct Transmission,0.0,Intra-Species,7.993931
247,A/blue-winged teal/Illinois/10OS1561/2010,A/blue-winged teal/Illinois/10OS1563/2010,Direct Transmission,0.0,Intra-Species,8.0
248,A/mallard/Interior Alaska/9BM2535R0/2009,A/mallard/Interior Alaska/9BM2259/2009,Direct Transmission,1.0,Intra-Species,7.997216000000001
249,A/mallard/California/1188/2010,A/mallard/California/1210/2010,Direct Transmission,0.0,Intra-Species,7.984833999999998
250,A/mallard/California/1297/2010,A/mallard/California/1210/2010,Direct Transmission,1.0,Intra-Species,7.993292999999999
251,A/mallard/Interior Alaska/9BM1957/2009,A/mallard/Interior Alaska/9BM1969/2009,Direct Transmission,-2.0,Intra-Species,7.999416
252,A/mallard/Wisconsin/10OS2917/2010,A/mallard/Wisconsin/10OS2918/2010,Direct Transmission,0.0,Intra-Species,8.0
253,A/American black duck/New Brunswick/00909/2010,A/American black duck/New Brunswick/00906/2010,Direct Transmission,0.0,Intra-Species,8.0
254,A/mallard-black duck hybrid/New Brunswick/00904/2010,A/American black duck/New Brunswick/00906/2010,Direct Transmission,0.0,Inter-Species,8.0
255,A/American black duck/New Brunswick/00924/2010,A/American black duck/New Brunswick/00906/2010,Direct Transmission,1.0,Intra-Species,7.9880619999999976
256,A/American black duck/Nova Scotia/03273/2009,A/black scoter/New Brunswick/00002/2009,Environmental Persistence,96.0,Inter-Species,7.992533999999999
257,A/mallard/New Brunswick/03396/2009,A/black scoter/New Brunswick/00002/2009,Environmental Persistence,99.0,Inter-Species,7.997867999999999
258,A/mallard/New Brunswick/03397/2009,A/black scoter/New Brunswick/00002/2009,Environmental Persistence,99.0,Inter-Species,7.997649000000001
259,A/northern pintail/New Brunswick/03547/2009,A/black scoter/New Brunswick/00002/2009,Environmental Persistence,132.0,Inter-Species,7.999425
260,A/mallard/New Brunswick/03482/2009,A/black scoter/New Brunswick/00002/2009,Environmental Persistence,104.0,Inter-Species,7.995069999999999
261,A/green-winged teal/New Brunswick/03483/2009,A/black scoter/New Brunswick/00002/2009,Environmental Persistence,104.0,Inter-Species,7.995705
262,A/mallard/Nova Scotia/03271/2009,A/black scoter/New Brunswick/00002/2009,Environmental Persistence,96.0,Inter-Species,7.997974
263,A/ring-necked duck/Nova Scotia/03378/2009,A/black scoter/New Brunswick/00002/2009,Environmental Persistence,98.0,Inter-Species,7.996834
264,A/northern pintail/Interior Alaska/9BM11572R0/2009,A/mallard/Interior Alaska/9BM8387R0/2009,Direct Transmission,6.0,Inter-Species,7.907129999999999
265,A/mallard/Interior Alaska/9BM12627R0/2009,A/mallard/Interior Alaska/9BM8387R0/2009,Environmental Persistence,21.0,Intra-Species,7.924622
266,A/northern shoveler/Missouri/10OS4700/2010,A/mallard/Missouri/220/2009,Environmental Persistence,370.0,Inter-Species,7.765080999999999
267,A/northern pintail/Interior Alaska/9BM11431R0/2009,A/mallard/Interior Alaska/9BM9755R0/2009,Direct Transmission,4.0,Inter-Species,7.996569999999998
268,A/northern pintail/Interior Alaska/9BM9973R0/2009,A/mallard/Interior Alaska/9BM9755R0/2009,Direct Transmission,1.0,Inter-Species,8.0
269,A/northern pintail/Interior Alaska/9BM11325R0/2009,A/mallard/Interior Alaska/9BM9755R0/2009,Direct Transmission,4.0,Inter-Species,7.999567999999999
270,A/mallard/Interior Alaska/9BM8474R0/2009,A/mallard/Interior Alaska/9BM9755R0/2009,Direct Transmission,-4.0,Intra-Species,8.0
271,A/northern pintail/Interior Alaska/9BM8464R0/2009,A/mallard/Interior Alaska/9BM9755R0/2009,Direct Transmission,-4.0,Inter-Species,7.999136
272,A/northern pintail/Interior Alaska/9BM10146R0/2009,A/mallard/Interior Alaska/9BM9755R0/2009,Direct Transmission,1.0,Inter-Species,8.0
273,A/northern pintail/Interior Alaska/9BM8459R0/2009,A/mallard/Interior Alaska/9BM9755R0/2009,Direct Transmission,-4.0,Inter-Species,8.0
274,A/northern pintail/Interior Alaska/9BM8502R0/2009,A/mallard/Interior Alaska/9BM9755R0/2009,Direct Transmission,-4.0,Inter-Species,8.0
275,A/northern pintail/Interior Alaska/9BM10525R2/2009,A/mallard/Interior Alaska/9BM9755R0/2009,Direct Transmission,2.0,Inter-Species,8.0
276,A/northern pintail/Interior Alaska/9BM8448R0/2009,A/mallard/Interior Alaska/9BM9755R0/2009,Direct Transmission,-4.0,Inter-Species,8.0
277,A/northern pintail/Interior Alaska/10BM00849R2/2010,A/mallard/Interior Alaska/9BM9755R0/2009,Environmental Persistence,282.0,Inter-Species,7.9979359999999975
278,A/ruddy turnstone/New Jersey/AI09-525/2009,A/shorebird/Delaware Bay/226/2009,Direct Transmission,6.0,Inter-Species,7.997101
279,A/ruddy turnstone/New Jersey/AI09-1233/2009,A/shorebird/Delaware Bay/226/2009,Direct Transmission,14.0,Inter-Species,7.9575460000000025
280,A/ruddy turnstone/Delaware/AI09-769/2009,A/shorebird/Delaware Bay/226/2009,Direct Transmission,8.0,Inter-Species,7.994191000000002
281,A/blue-winged teal/New Brunswick/00768/2010,A/blue-winged teal/New Brunswick/00775/2010,Direct Transmission,0.0,Intra-Species,7.998028
282,A/blue-winged teal/New Brunswick/00766/2010,A/blue-winged teal/New Brunswick/00775/2010,Direct Transmission,0.0,Intra-Species,7.998844
283,A/blue-winged teal/New Brunswick/00771/2010,A/blue-winged teal/New Brunswick/00775/2010,Direct Transmission,0.0,Intra-Species,7.997841
284,A/American black duck/New Brunswick/00616/2010,A/mallard/New Brunswick/00495/2010,Direct Transmission,4.0,Inter-Species,7.9946959999999985
285,A/American black duck/New Brunswick/00500/2010,A/mallard/New Brunswick/00495/2010,Direct Transmission,0.0,Inter-Species,7.998692
286,A/American black duck/New Brunswick/00476/2010,A/mallard/New Brunswick/00495/2010,Direct Transmission,0.0,Inter-Species,7.995223000000001
287,A/American black duck/New Brunswick/00558/2010,A/mallard/New Brunswick/00495/2010,Direct Transmission,2.0,Inter-Species,7.998850999999998
288,A/northern pintail/Interior Alaska/9BM10238R0/2009,A/northern pintail/Interior Alaska/9BM10222R0/2009,Direct Transmission,0.0,Intra-Species,8.0
289,A/northern pintail/Interior Alaska/9BM11179R0/2009,A/northern pintail/Interior Alaska/9BM10222R0/2009,Direct Transmission,2.0,Intra-Species,7.999115
290,A/northern pintail/Interior Alaska/9BM10244R0/2009,A/northern pintail/Interior Alaska/9BM10222R0/2009,Direct Transmission,0.0,Intra-Species,8.0
291,A/northern pintail/Interior Alaska/9BM10234R0/2009,A/northern pintail/Interior Alaska/9BM10222R0/2009,Direct Transmission,0.0,Intra-Species,8.0
292,A/northern pintail/Interior Alaska/9BM10218R0/2009,A/northern pintail/Interior Alaska/9BM10222R0/2009,Direct Transmission,0.0,Intra-Species,7.999547
293,A/northern pintail/Interior Alaska/9BM10224R0/2009,A/northern pintail/Interior Alaska/9BM10222R0/2009,Direct Transmission,0.0,Intra-Species,8.0
294,A/northern pintail/Interior Alaska/9BM10236R0/2009,A/northern pintail/Interior Alaska/9BM10222R0/2009,Direct Transmission,0.0,Intra-Species,8.0
295,A/northern pintail/Interior Alaska/9BM10210R0/2009,A/northern pintail/Interior Alaska/9BM10222R0/2009,Direct Transmission,0.0,Intra-Species,8.0
296,A/American green-winged teal/Illinois/10OS3329/2010,A/American green-winged teal/Illinois/10OS3368/2010,Direct Transmission,0.0,Intra-Species,7.999303999999999
297,A/shorebird/Delaware Bay/271/2009,A/shorebird/Delaware Bay/500/2009,Direct Transmission,-1.0,Intra-Species,7.9925869999999986
298,A/northern pintail/Interior Alaska/9BM6205R0/2009,A/American green-winged teal/Interior Alaska/9BM6428R0/2009,Direct Transmission,-1.0,Inter-Species,7.998917
299,A/blue-winged teal/Nova Scotia/01009/2010,A/blue-winged teal/Nova Scotia/01008/2010,Direct Transmission,0.0,Intra-Species,7.993931
300,A/mallard/Interior Alaska/10BM12172R0/2010,A/mallard/Interior Alaska/10BM12177R0/2010,Direct Transmission,0.0,Intra-Species,7.998411
301,A/northern pintail/Interior Alaska/10BM12163R0/2010,A/mallard/Interior Alaska/10BM12177R0/2010,Direct Transmission,0.0,Inter-Species,7.998982000000002
302,A/northern pintail/Interior Alaska/10BM07597R0/2010,A/mallard/Interior Alaska/10BM05797R0/2010,Direct Transmission,7.0,Inter-Species,7.984493
303,A/mallard/Interior Alaska/10BM10000R0/2010,A/mallard/Interior Alaska/10BM05797R0/2010,Direct Transmission,13.0,Intra-Species,7.990054999999999
304,A/northern pintail/Interior Alaska/10BM08920R0/2010,A/northern pintail/Interior Alaska/10BM09101R0/2010,Direct Transmission,0.0,Intra-Species,7.992619
305,A/American green-winged teal/Interior Alaska/10BM08228R0/2010,A/northern pintail/Interior Alaska/10BM09101R0/2010,Direct Transmission,-1.0,Inter-Species,7.9944919999999975
306,A/mallard/Interior Alaska/10BM09162R0/2010,A/northern pintail/Interior Alaska/10BM09101R0/2010,Direct Transmission,1.0,Inter-Species,7.9991020000000015
307,A/northern pintail/Interior Alaska/10BM09104R0/2010,A/northern pintail/Interior Alaska/10BM09101R0/2010,Direct Transmission,0.0,Intra-Species,8.0
308,A/mallard/Interior Alaska/10BM09164R0/2010,A/northern pintail/Interior Alaska/10BM09101R0/2010,Direct Transmission,1.0,Inter-Species,7.999425
309,A/northern pintail/Interior Alaska/10BM09102R0/2010,A/northern pintail/Interior Alaska/10BM09101R0/2010,Direct Transmission,0.0,Intra-Species,8.0
310,A/mallard/Interior Alaska/10BM09158R0/2010,A/northern pintail/Interior Alaska/10BM09101R0/2010,Direct Transmission,1.0,Inter-Species,7.998703
311,A/northern pintail/Interior Alaska/10BM09105R0/2010,A/northern pintail/Interior Alaska/10BM09101R0/2010,Direct Transmission,0.0,Intra-Species,7.997835
312,A/mallard/Interior Alaska/10CH00035R0/2010,A/northern pintail/Interior Alaska/10BM09101R0/2010,Environmental Persistence,31.0,Inter-Species,7.9951729999999985
313,A/mallard/Interior Alaska/10BM09159R0/2010,A/northern pintail/Interior Alaska/10BM09101R0/2010,Direct Transmission,1.0,Inter-Species,7.997975
314,A/northern pintail/Interior Alaska/10BM11366R0/2010,A/northern pintail/Interior Alaska/10BM11038R0/2010,Direct Transmission,1.0,Intra-Species,7.975964999999999
315,A/mallard/Minnesota/AI09-1851/2009,A/mallard/Minnesota/AI09-1864/2009,Direct Transmission,0.0,Intra-Species,7.994497999999999
316,A/northern pintail/Interior Alaska/9BM7799R0/2009,A/mallard/Interior Alaska/9BM8935R0/2009,Direct Transmission,-3.0,Inter-Species,7.996874000000001
