Strain Name,Sequence Accession,Sequence Accession2,Sequence Accession3,Sequence Accession4,Sequence Accession5,Sequence Accession6,Sequence Accession7,Sequence Accession8,State/Province,Country,Host Species,Collection Date,Subtype,Complete Genome
A/American green-winged teal/Interior Alaska/10BM08134R0/2010,CY143555,CY143554,CY143553,CY143548,CY143551,CY143550,CY143549,CY143552,Alaska,USA,IRD:Green-winged Teal/Avian,8/4/2010,H3N8,Yes
A/American green-winged teal/Interior Alaska/10BM08222R0/2010,CY143563,CY143562,CY143561,CY143556,CY143559,CY143558,CY143557,CY143560,Alaska,USA,IRD:Green-winged Teal/Avian,8/4/2010,H3N8,Yes
A/American green-winged teal/Interior Alaska/10BM08226R0/2010,CY143571,CY143570,CY143569,CY143564,CY143567,CY143566,CY143565,CY143568,Alaska,USA,IRD:Green-winged Teal/Avian,8/4/2010,H4N6,Yes
A/American green-winged teal/Interior Alaska/10BM08228R0/2010,CY143579,CY143578,CY143577,CY143572,CY143575,CY143574,CY143573,CY143576,Alaska,USA,IRD:Green-winged Teal/Avian,8/4/2010,H3N8,Yes
A/American green-winged teal/Interior Alaska/10BM08422R0/2010,CY143587,CY143586,CY143585,CY143580,CY143583,CY143582,CY143581,CY143584,Alaska,USA,IRD:Green-winged Teal/Avian,8/4/2010,H3N8,Yes
A/American green-winged teal/Interior Alaska/10BM16586R0/2010,CY125741,CY125740,CY125739,CY125733,CY125737,CY125736,CY125734,CY125738,Alaska,USA,IRD:Green-Winged Teal/Avian,9/6/2010,Mixed,Yes
A/American green-winged teal/Interior Alaska/9BM12318R0/2009,CY143177,CY143176,CY143175,CY143170,CY143173,CY143172,CY143171,CY143174,Alaska,USA,IRD:Green-winged Teal/Avian,9/2/2009,H3N8,Yes
A/American green-winged teal/Interior Alaska/9BM12356R0/2009,CY143201,CY143200,CY143199,CY143194,CY143197,CY143196,CY143195,CY143198,Alaska,USA,IRD:Green-winged Teal/Avian,9/2/2009,H3N8,Yes
A/American green-winged teal/Interior Alaska/9BM12714R1/2009,CY143451,CY143450,CY143449,CY143444,CY143447,CY143446,CY143445,CY143448,Alaska,USA,IRD:Green-winged Teal/Avian,9/6/2009,H3N8,Yes
A/American green-winged teal/Interior Alaska/9BM3595R1/2009,CY135462,CY135461,CY135460,CY135455,CY135458,CY135457,CY135456,CY135459,Alaska,USA,IRD:Green-Winged Teal/Avian,7/23/2009,H10N7,Yes
A/American green-winged teal/Interior Alaska/9BM4407R0/2009,CY135406,CY135405,CY135404,CY135399,CY135402,CY135401,CY135400,CY135403,Alaska,USA,IRD:Green-Winged Teal/Avian,7/27/2009,H10N7,Yes
A/American green-winged teal/Interior Alaska/9BM5041R0/2009,CY135534,CY135533,CY135532,CY135527,CY135530,CY135529,CY135528,CY135531,Alaska,USA,IRD:Green-Winged Teal/Avian,7/29/2009,H4N6,Yes
A/American green-winged teal/Interior Alaska/9BM5045R0/2009,CY135542,CY135541,CY135540,CY135535,CY135538,CY135537,CY135536,CY135539,Alaska,USA,IRD:Green-Winged Teal/Avian,7/29/2009,H8N4,Yes
A/American green-winged teal/Interior Alaska/9BM5277R0/2009,CY135558,CY135557,CY135556,CY135551,CY135554,CY135553,CY135552,CY135555,Alaska,USA,IRD:Green-Winged Teal/Avian,7/30/2009,H4N6,Yes
A/American green-winged teal/Interior Alaska/9BM6258R0/2009,CY142617,CY142616,CY142615,CY142610,CY142613,CY142612,CY142611,CY142614,Alaska,USA,IRD:Green-winged Teal/Avian,8/3/2009,H4N6,Yes
A/American green-winged teal/Interior Alaska/9BM6410R0/2009,CY142633,CY142632,CY142631,CY142626,CY142629,CY142628,CY142627,CY142630,Alaska,USA,IRD:Green-winged Teal/Avian,8/3/2009,H3N8,Yes
A/American green-winged teal/Interior Alaska/9BM8129R0/2009,CY142977,CY142976,CY142975,CY142970,CY142973,CY142972,CY142971,CY142974,Alaska,USA,IRD:Green-winged Teal/Avian,8/9/2009,H4N6,Yes
A/American green-winged teal/Iowa/10OS2467/2010,CY132798,CY132797,CY132796,CY132790,CY132794,CY132793,CY132791,CY132795,Iowa,USA,IRD:Green-winged Teal/Avian,9/18/2010,mixed,Yes
A/American green-winged teal/Minnesota/AI09-3589/2009,CY140859,CY140858,CY140857,CY140852,CY140855,CY140854,CY140853,CY140856,Minnesota,USA,IRD:Green-winged Teal/Avian,9/12/2009,H6N1,Yes
A/American green-winged teal/Mississippi/11OS247/2011,CY133667,CY133666,CY133665,CY133658,CY133663,CY133660,CY133659,CY133664,Mississippi,USA,IRD:Green-winged Teal/Avian,1/15/2011,mixed,Yes
A/American green-winged teal/Mississippi/11OS250/2011,CY133676,CY133675,CY133674,CY133669,CY133672,CY133671,CY133670,CY133673,Mississippi,USA,IRD:Green-winged Teal/Avian,1/15/2011,H7N3,Yes
A/American green-winged teal/Mississippi/11OS255/2011,CY133684,CY133683,CY133682,CY133677,CY133680,CY133679,CY133678,CY133681,Mississippi,USA,IRD:Green-winged Teal/Avian,1/15/2011,H7N7,Yes
A/American green-winged teal/Mississippi/11OS256/2011,CY133692,CY133691,CY133690,CY133685,CY133688,CY133687,CY133686,CY133689,Mississippi,USA,IRD:Green-winged Teal/Avian,1/15/2011,H1N1,Yes
A/American green-winged teal/Mississippi/11OS257/2011,CY133700,CY133699,CY133698,CY133693,CY133696,CY133695,CY133694,CY133697,Mississippi,USA,IRD:Green-winged Teal/Avian,1/15/2011,H11N9,Yes
A/American green-winged teal/Mississippi/11OS259/2011,CY133711,CY133710,CY133709,CY133701,CY133706,CY133704,CY133703,CY133708,Mississippi,USA,IRD:Green-winged Teal/Avian,1/15/2011,(N9),Yes
A/American green-winged teal/Mississippi/11OS90/2011,CY133648,CY133647,CY133646,CY133641,CY133644,CY133643,CY133642,CY133645,Mississippi,USA,IRD:Green-winged Teal/Avian,1/8/2011,H11N9,Yes
A/American green-winged teal/Mississippi/11OS98/2011,CY132832,CY132831,CY132830,CY132821,CY132826,CY132825,CY132823,CY132828,Mississippi,USA,IRD:Green-winged Teal/Avian,1/8/2011,(N3),Yes
A/American green-winged teal/Mississippi/285/2010,CY097685,CY097684,CY097683,CY097678,CY097681,CY097680,CY097679,CY097682,Mississippi,USA,IRD:Green-Winged Teal/Avian,1/14/2010,H3N8,Yes
A/American green-winged teal/Mississippi/300/2010,CY097693,CY097692,CY097691,CY097686,CY097689,CY097688,CY097687,CY097690,Mississippi,USA,IRD:Green-Winged Teal/Avian,1/16/2010,H11N9,Yes
A/American green-winged teal/Mississippi/404/2010,CY097751,CY097750,CY097749,CY097742,CY097746,CY097744,CY097743,CY097747,Mississippi,USA,IRD:Green-Winged Teal/Avian,1/16/2010,mixed,Yes
A/American green-winged teal/Missouri/10OS4622/2010,CY133364,CY133363,CY133362,CY133357,CY133360,CY133359,CY133358,CY133361,Missouri,USA,IRD:Green-winged Teal/Avian,12/12/2010,H12N4,Yes
A/American green-winged teal/Texas/AI09-4396/2009,CY140960,CY140959,CY140958,CY140953,CY140956,CY140955,CY140954,CY140957,Texas,USA,IRD:Green-winged Teal/Avian,9/19/2009,H3N9,Yes
A/American green-winged teal/Texas/AI09-6046/2009,CY141064,CY141063,CY141062,CY141057,CY141060,CY141059,CY141058,CY141061,Texas,USA,IRD:Green-winged Teal/Avian,12/13/2009,H3N8,Yes
A/American green-winged teal/Wisconsin/10OS2767/2010,CY132948,CY132947,CY132946,CY132941,CY132944,CY132943,CY132942,CY132945,Wisconsin,USA,IRD:Green-winged Teal/Avian,9/26/2010,H6N8,Yes
A/American green-winged teal/Wisconsin/10OS2847/2010,CY133092,CY133091,CY133090,CY133085,CY133088,CY133087,CY133086,CY133089,Wisconsin,USA,IRD:Green-winged Teal/Avian,10/2/2010,H1N1,Yes
A/American green-winged teal/Wisconsin/10OS2955/2010,CY133241,CY133240,CY133239,CY133234,CY133237,CY133236,CY133235,CY133238,Wisconsin,USA,IRD:Green-winged Teal/Avian,10/3/2010,H5N2,Yes
A/American green-winged teal/Wisconsin/10OS3093/2010,CY132730,CY132729,CY132727,CY132721,CY132725,CY132723,CY132722,CY132726,Wisconsin,USA,IRD:Green-winged Teal/Avian,10/3/2010,(N6),Yes
A/American green-winged teal/Wisconsin/10OS3127/2010,CY133160,CY133159,CY133158,CY133153,CY133156,CY133155,CY133154,CY133157,Wisconsin,USA,IRD:Green-winged Teal/Avian,10/20/2010,H5N2,Yes
A/American green-winged teal/Wisconsin/2530/2009,CY097461,CY097460,CY097459,CY097454,CY097457,CY097456,CY097455,CY097458,Wisconsin,USA,IRD:Avian,10/17/2009,H6N2,Yes
A/American green-winged teal/Wisconsin/2690/2009,CY097365,CY097364,CY097363,CY097358,CY097361,CY097360,CY097359,CY097362,Wisconsin,USA,IRD:Green-Winged Teal/Avian,10/20/2009,H3N8,Yes
A/American green-winged teal/Wisconsin/2743/2009,CY097509,CY097508,CY097507,CY097502,CY097505,CY097504,CY097503,CY097506,Wisconsin,USA,IRD:Green-Winged Teal/Avian,10/17/2009,H1N1,Yes
A/American wigeon/California/2423/2010,CY133884,CY133883,CY133882,CY133877,CY133880,CY133879,CY133878,CY133881,California,USA,IRD:American Wigeon/Avian,10/23/2010,H6N1,Yes
A/American wigeon/California/2997/2010,CY133892,CY133891,CY133890,CY133885,CY133888,CY133887,CY133886,CY133889,California,USA,IRD:American Wigeon/Avian,11/17/2010,H6N1,Yes
A/American wigeon/California/3179/2010,CY120626,CY120625,CY120624,CY120619,CY120622,CY120621,CY120620,CY120623,California,USA,IRD:American Wigeon/Avian,11/27/2010,Mixed,Yes
A/American wigeon/California/3180/2010,CY120634,CY120633,CY120632,CY120627,CY120630,CY120629,CY120628,CY120631,California,USA,IRD:American Wigeon/Avian,11/27/2010,H5N2,Yes
A/American wigeon/California/6712/2009,CY094564,CY094563,CY094562,CY094557,CY094560,CY094559,CY094558,CY094561,California,USA,IRD:American Wigeon/Avian,10/25/2009,mixed,Yes
A/American wigeon/Interior Alaska/10BM05310R0/2010,CY135711,CY135710,CY135708,CY135703,CY135706,CY135705,CY135704,CY135707,Alaska,USA,IRD:American Wigeon/Avian,7/25/2010,mixed,Yes
A/American wigeon/Interior Alaska/10BM05537R0/2010,CY135243,CY135242,CY135240*,CY135235*,CY135238,CY135237,CY135236,CY135239,Alaska,USA,IRD:American Wigeon/Avian,7/26/2010,(N6),Yes
A/American wigeon/Interior Alaska/9BM2501R1/2009,CY130339,CY130338,CY130337,CY130332,CY130335,CY130334,CY130333,CY130336,Alaska,USA,IRD:American Wigeon/Avian,7/11/2009,H3N8,Yes
A/American wigeon/Iowa/10OS2748/2010,CY133463,CY133462,CY133461,CY133456,CY133459,CY133458,CY133457,CY133460,Iowa,USA,IRD:American Wigeon/Avian,10/17/2010,H2N2,Yes
A/American wigeon/Missouri/10MO0530/2010,CY133868,CY133866,CY133865,CY133859,CY133863,CY133862,CY133861,CY133864,Missouri,USA,IRD:American Wigeon/Avian,12/29/2010,mixed,Yes
A/American wigeon/Missouri/10OS4752/2010,CY133431,CY133430,CY133429,CY133424,CY133427,CY133426,CY133425,CY133428,Missouri,USA,IRD:American Wigeon/Avian,12/12/2010,H6N1,Yes
A/Canada goose/Delaware Bay/34/2010,CY127920,CY127919,CY127918,CY127913,CY127916,CY127915,CY127914,CY127917,Delaware,USA,IRD:Canada Goose/Avian,5/19/2010,H6N1,Yes
A/black scoter/New Brunswick/00002/2009,CY125348,CY125347,CY125346,CY125341,CY125344,CY125343,CY125342,CY125345,-N/A-,Canada,IRD:Black Scoter/Avian,5/2/2009,H3N8,Yes
A/black scoter/New Brunswick/00010/2009,CY125372,CY125371,CY125370,CY125365,CY125368,CY125367,CY125366,CY125369,-N/A-,Canada,IRD:Black Scoter/Avian,5/2/2009,H7N6,Yes
A/black scoter/New Brunswick/00014/2009,CY125380,CY125379,CY125378,CY125373,CY125376,CY125375,CY125374,CY125377,-N/A-,Canada,IRD:Black Scoter/Avian,5/2/2009,H7N6,Yes
A/black-legged kittiwake/Quebec/02838-1/2009,CY125308*,CY125307*,CY125306*,CY125301*,CY125304*,CY125303*,CY125302*,CY125305*,-N/A-,Canada,IRD:Gull/Avian,8/18/2009,H13N6,Yes
A/blue-winged Teal/Minnesota/AI09-2389/2009,CY140702,CY140701,CY140700,CY140695,CY140698,CY140697,CY140696,CY140699,Minnesota,USA,IRD:Teal/Avian,8/4/2009,H4N6,Yes
A/blue-winged Teal/Minnesota/AI09-2977/2009,CY140768,CY140767,CY140766,CY140761,CY140764,CY140763,CY140762,CY140765,Minnesota,USA,IRD:Teal/Avian,9/6/2009,H4N8,Yes
A/blue-winged Teal/Minnesota/AI09-3575/2009,CY140851,CY140850,CY140849,CY140844,CY140847,CY140846,CY140845,CY140848,Minnesota,USA,IRD:Teal/Avian,9/12/2009,H4N8,Yes
A/blue-winged Teal/Minnesota/AI09-3786/2009,CY140883,CY140882,CY140881,CY140876,CY140879,CY140878,CY140877,CY140880,Minnesota,USA,IRD:Blue-Winged Teal/Avian,9/6/2009,H4N6,Yes
A/blue-winged Teal/North Dakota/AI09-2912/2009,CY140760,CY140759,CY140758,CY140753,CY140756,CY140755,CY140754,CY140757,North Dakota,USA,IRD:Blue-Winged Teal/Avian,9/2/2009,H6N1,Yes
A/blue-winged Teal/North Dakota/AI09-3131/2009,CY140803,CY140802,CY140801,CY140796,CY140799,CY140798,CY140797,CY140800,North Dakota,USA,IRD:Blue-Winged Teal/Avian,9/3/2009,H4N6,Yes
A/blue-winged Teal/North Dakota/AI09-3642/2009,CY140867,CY140866,CY140865,CY140860,CY140863,CY140862,CY140861,CY140864,North Dakota,USA,IRD:Blue-Winged Teal/Avian,9/4/2009,H3N1,Yes
A/blue-winged Teal/North Dakota/AI09-3760/2009,CY140875,CY140874,CY140873,CY140868,CY140871,CY140870,CY140869,CY140872,North Dakota,USA,IRD:Blue-Winged Teal/Avian,9/4/2009,H7N3,Yes
A/blue-winged Teal/North Dakota/AI09-3881/2009,CY140910,CY140909,CY140908,CY140903,CY140906,CY140905,CY140904,CY140907,North Dakota,USA,IRD:Mallard/Avian,9/13/2009,H4N6,Yes
A/blue-winged Teal/North Dakota/AI09-4039/2009,CY140926,CY140925,CY140924,CY140919,CY140922,CY140921,CY140920,CY140923,North Dakota,USA,IRD:Mallard/Avian,9/14/2009,H3N6,Yes
A/blue-winged Teal/Texas/AI09-3464/2009,CY140843,CY140842,CY140841,CY140836,CY140839,CY140838,CY140837,CY140840,Texas,USA,IRD:Teal/Avian,9/13/2009,H4N8,Yes
A/blue-winged teal/Guatemala/CIP049-03/2009,CY096637,CY096638,CY096639,CY096640,CY096641,CY096642,CY096643,CY096644,-N/A-,Guatemala,IRD:Blue-Winged Teal/Avian,11/11/2009,H11N2,Yes
A/blue-winged teal/Guatemala/CIP049-04/2010,CY096645,CY096646,CY096647,CY096648,CY096649,CY096650,CY096651,CY096652,-N/A-,Guatemala,IRD:Blue-Winged Teal/Avian,1/31/2010,H8N4,Yes
A/blue-winged teal/Guatemala/CIP049-05/2010,CY096653,CY096654,CY096655,CY096656,CY096657,CY096658,CY096659,CY096660,-N/A-,Guatemala,IRD:Blue-Winged Teal/Avian,1/31/2010,H3N8,Yes
A/blue-winged teal/Guatemala/CIP049-06/2010,CY096661,CY096662,CY096663,CY096664,CY096665,CY096666,CY096667,CY096668,-N/A-,Guatemala,IRD:Blue-Winged Teal/Avian,1/31/2010,H8N4,Yes
A/blue-winged teal/Guatemala/CIP049-07/2010,CY096693,CY096694,CY096695,CY096696,CY096697,CY096698,CY096699,CY096700,-N/A-,Guatemala,IRD:Blue-Winged Teal/Avian,1/31/2010,H8N4,Yes
A/blue-winged teal/Guatemala/CIP049-08/2010,CY096701,CY096702,CY096703,CY096704,CY096705,CY096706,CY096707,CY096708,-N/A-,Guatemala,IRD:Blue-Winged Teal/Avian,1/31/2010,H5N3,Yes
A/blue-winged teal/Guatemala/CIP049-09/2010,CY096717,CY096718,CY096719,CY096720,CY096721,CY096722,CY096723,CY096724,-N/A-,Guatemala,IRD:Blue-Winged Teal/Avian,1/31/2010,H5N3,Yes
A/blue-winged teal/Guatemala/CIP049-10/2009,CY096621,CY096622,CY096623,CY096624,CY096625,CY096626,CY096627,CY096628,-N/A-,Guatemala,IRD:Blue-Winged Teal/Avian,11/11/2009,H11N2,Yes
A/blue-winged teal/Guatemala/CIP049-11/2009,CY096629,CY096630,CY096631,CY096632,CY096633,CY096634,CY096635,CY096636,-N/A-,Guatemala,IRD:Blue-Winged Teal/Avian,11/11/2009,H11N2,Yes
A/blue-winged teal/Guatemala/CIP049-12/2010,CY096669,CY096670,CY096671,CY096672,CY096673,CY096674,CY096675,CY096676,-N/A-,Guatemala,IRD:Teal/Avian,1/31/2010,H5N4,Yes
A/blue-winged teal/Guatemala/CIP049-13/2010,CY096677,CY096678,CY096679,CY096680,CY096681,CY096682,CY096683,CY096684,-N/A-,Guatemala,IRD:Blue-Winged Teal/Avian,1/31/2010,H5N4,Yes
A/blue-winged teal/Guatemala/CIP049-14/2010,CY096685,CY096686,CY096687,CY096688,CY096689,CY096690,CY096691,CY096692,-N/A-,Guatemala,IRD:Blue-Winged Teal/Avian,1/31/2010,H8N4,Yes
A/blue-winged teal/Guatemala/CIP049-15/2010,CY096709,CY096710,CY096711,CY096712,CY096713,CY096714,CY096715,CY096716,-N/A-,Guatemala,IRD:Blue-Winged Teal/Avian,1/31/2010,H8N4,Yes
A/blue-winged teal/Illinois/10OS1546/2010,CY132664,CY132663,CY132662,CY132657,CY132660,CY132659,CY132658,CY132661,Illinois,USA,IRD:Teal/Avian,9/4/2010,H3N6,Yes
A/blue-winged teal/Illinois/10OS1561/2010,CY132908,CY132907,CY132906,CY132901,CY132904,CY132903,CY132902,CY132905,Illinois,USA,IRD:Teal/Avian,9/4/2010,H4N6,Yes
A/blue-winged teal/Illinois/10OS1563/2010,CY132916,CY132915,CY132914,CY132909,CY132912,CY132911,CY132910,CY132913,Illinois,USA,IRD:Teal/Avian,9/4/2010,H4N6,Yes
A/blue-winged teal/Illinois/10OS2988/2010,CY133632,CY133631,CY133630,CY133625,CY133628,CY133627,CY133626,CY133629,Illinois,USA,IRD:Teal/Avian,9/19/2010,H4N6,Yes
A/blue-winged teal/Illinois/10OS3610/2010,CY132688,CY132687,CY132686,CY132681,CY132684,CY132683,CY132682,CY132685,Illinois,USA,IRD:Teal/Avian,10/30/2010,H6N2,Yes
A/blue-winged teal/Iowa/10OS2411/2010,CY133576,CY133575,CY133574,CY133569,CY133572,CY133571,CY133570,CY133573,Iowa,USA,IRD:Teal/Avian,9/18/2010,H3N8,Yes
A/blue-winged teal/Iowa/10OS2624/2010,CY133608,CY133607,CY133606,CY133601,CY133604,CY133603,CY133602,CY133605,Iowa,USA,IRD:Teal/Avian,9/18/2010,H3N2,Yes
A/blue-winged teal/Iowa/10OS2639/2010,CY133616,CY133615,CY133614,CY133609,CY133612,CY133611,CY133610,CY133613,Iowa,USA,IRD:Teal/Avian,9/18/2010,H3N8,Yes
A/blue-winged teal/Iowa/10OS2649/2010,CY133624,CY133623,CY133622,CY133617,CY133620,CY133619,CY133618,CY133621,Iowa,USA,IRD:Teal/Avian,9/18/2010,H3N6,Yes
A/blue-winged teal/Louisiana/AI09-4180/2009,CY140934,CY140933,CY140932,CY140927,CY140930,CY140929,CY140928,CY140931,Louisiana,USA,IRD:Teal/Avian,9/5/2009,H4N6,Yes
A/blue-winged teal/Louisiana/AI09-5159/2009,CY140984,CY140983,CY140982,CY140977,CY140980,CY140979,CY140978,CY140981,Louisiana,USA,IRD:Teal/Avian,11/14/2009,H3N8,Yes
A/blue-winged teal/Louisiana/AI09-5234/2009,CY141000,CY140999,CY140998,CY140993,CY140996,CY140995,CY140994,CY140997,Louisiana,USA,IRD:Teal/Avian,11/15/2009,H11N2,Yes
A/blue-winged teal/Louisiana/AI09-5291/2009,CY141008,CY141007,CY141006,CY141001,CY141004,CY141003,CY141002,CY141005,Louisiana,USA,IRD:Teal/Avian,11/15/2009,H4N6,Yes
A/blue-winged teal/Missouri/10MO0011/2010,CY133752,CY133751,CY133750,CY133745,CY133748,CY133747,CY133746,CY133749,Missouri,USA,IRD:Teal/Avian,9/15/2010,H3N6,Yes
A/blue-winged teal/Missouri/10MO003/2010,CY133744,CY133743,CY133742,CY133737,CY133740,CY133739,CY133738,CY133741,Missouri,USA,IRD:Teal/Avian,9/15/2010,H4N6,Yes
A/blue-winged teal/Missouri/10MO013/2010,CY133760,CY133759,CY133758,CY133753,CY133756,CY133755,CY133754,CY133757,Missouri,USA,IRD:Teal/Avian,9/15/2010,H3N1,Yes
A/blue-winged teal/Missouri/10MO021/2010,CY133768,CY133767,CY133766,CY133761,CY133764,CY133763,CY133762,CY133765,Missouri,USA,IRD:Teal/Avian,9/15/2010,H3N8,Yes
A/blue-winged teal/Missouri/10MO030/2010,CY133776,CY133775,CY133774,CY133769,CY133772,CY133771,CY133770,CY133773,Missouri,USA,IRD:Teal/Avian,9/16/2010,H4N6,Yes
A/blue-winged teal/Missouri/10MO0407/2010,CY133858,CY133857,CY133856,CY133851,CY133854,CY133853,CY133852,CY133855,Missouri,USA,IRD:Teal/Avian,9/17/2010,H4N6,Yes
A/blue-winged teal/New Brunswick/00283/2010,CY138303,CY138302,CY138301,CY138296,CY138299,CY138298,CY138297,CY138300,-N/A-,Canada,IRD:Teal/Avian,9/14/2010,H3N8,Yes
A/blue-winged teal/New Brunswick/00285/2010,CY138311,CY138310,CY138309,CY138304,CY138307,CY138306,CY138305,CY138308,-N/A-,Canada,IRD:Teal/Avian,9/14/2010,H3N8,Yes
A/blue-winged teal/New Brunswick/00288/2010,CY138319,CY138318,CY138317,CY138312,CY138315,CY138314,CY138313,CY138316,-N/A-,Canada,IRD:Teal/Avian,9/14/2010,H5N2,Yes
A/blue-winged teal/New Brunswick/00289/2010,CY138327,CY138326,CY138325,CY138320,CY138323,CY138322,CY138321,CY138324,-N/A-,Canada,IRD:Teal/Avian,9/14/2010,H3N8,Yes
A/blue-winged teal/New Brunswick/00291/2010,CY138335,CY138334,CY138333,CY138328,CY138331,CY138330,CY138329,CY138332,-N/A-,Canada,IRD:Teal/Avian,9/14/2010,H3N8,Yes
A/blue-winged teal/New Brunswick/00538/2010,CY138343,CY138342,CY138341,CY138336,CY138339,CY138338,CY138337,CY138340,-N/A-,Canada,IRD:Teal/Avian,8/13/2010,H3N8,Yes
A/blue-winged teal/New Brunswick/00595/2010,CY138351,CY138350,CY138349,CY138344,CY138347,CY138346,CY138345,CY138348,-N/A-,Canada,IRD:Teal/Avian,8/15/2010,H3N7,Yes
A/blue-winged teal/New Brunswick/00597/2010,CY138359,CY138358,CY138357,CY138352,CY138355,CY138354,CY138353,CY138356,-N/A-,Canada,IRD:Teal/Avian,8/15/2010,H3N7,Yes
A/blue-winged teal/New Brunswick/00598/2010,CY138367,CY138366,CY138365,CY138360,CY138363,CY138362,CY138361,CY138364,-N/A-,Canada,IRD:Teal/Avian,8/15/2010,H3N7,Yes
A/blue-winged teal/New Brunswick/00599/2010,CY138375,CY138374,CY138373,CY138368,CY138371,CY138370,CY138369,CY138372,-N/A-,Canada,IRD:Teal/Avian,8/15/2010,H3N7,Yes
A/blue-winged teal/New Brunswick/00600/2010,CY138383,CY138382,CY138381,CY138376,CY138379,CY138378,CY138377,CY138380,-N/A-,Canada,IRD:Teal/Avian,8/15/2010,H3N7,Yes
A/blue-winged teal/New Brunswick/00765/2010,CY138391,CY138390,CY138389,CY138384,CY138387,CY138386,CY138385,CY138388,-N/A-,Canada,IRD:Teal/Avian,8/25/2010,H3N8,Yes
A/blue-winged teal/New Brunswick/00766/2010,CY138399,CY138398,CY138397,CY138392,CY138395,CY138394,CY138393,CY138396,-N/A-,Canada,IRD:Teal/Avian,8/25/2010,H3N8,Yes
A/blue-winged teal/New Brunswick/00767/2010,CY138407,CY138406,CY138405,CY138400,CY138403,CY138402,CY138401,CY138404,-N/A-,Canada,IRD:Teal/Avian,8/25/2010,H3N8,Yes
A/blue-winged teal/New Brunswick/00768/2010,CY138415,CY138414,CY138413,CY138408,CY138411,CY138410,CY138409,CY138412,-N/A-,Canada,IRD:Teal/Avian,8/25/2010,H3N8,Yes
A/blue-winged teal/New Brunswick/00769/2010,CY138423,CY138422,CY138421,CY138416,CY138419,CY138418,CY138417,CY138420,-N/A-,Canada,IRD:Teal/Avian,8/25/2010,H3N8,Yes
A/blue-winged teal/New Brunswick/00770/2010,CY138029,CY138028,CY138027,CY138022,CY138025,CY138024,CY138023,CY138026,-N/A-,Canada,IRD:Teal/Avian,8/25/2010,H3N8,Yes
