Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Sample ID
8,"NS1,NS2",CY142438,Yes,848,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM6225
8,"NS1,NS2",CY142614,Yes,865,H4N6,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM6258
6,NA,CY142612,Yes,1436,H4N6,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM6258
5,NP,CY142613,Yes,1535,H4N6,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM6258
2,"PB1,PB1-F2",CY142616,Yes,2316,H4N6,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM6258
4,HA,CY142610,Yes,1713,H4N6,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM6258
3,"PA,PA-X protein(+61)",CY142615,Yes,2208,H4N6,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM6258
7,"M1,M2",CY142611,Yes,994,H4N6,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM6258
1,PB2,CY142617,Yes,2306,H4N6,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM6258
2,"PB1,PB1-F2",CY142632,Yes,2316,H3N8,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM6410
3,"PA,PA-X protein(+61)",CY142631,Yes,2202,H3N8,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM6410
7,"M1,M2",CY142627,Yes,1002,H3N8,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM6410
1,PB2,CY142633,Yes,2293,H3N8,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM6410
4,HA,CY142626,Yes,1723,H3N8,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM6410
6,NA,CY142628,Yes,1421,H3N8,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM6410
5,NP,CY142629,Yes,1540,H3N8,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM6410
8,"NS1,NS2",CY142630,Yes,864,H3N8,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM6410
6,NA,CY142027,Yes,1437,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM6428
1,PB2,CY142032,Yes,2306,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM6428
7,"M1,M2",CY142026,Yes,994,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM6428
8,"NS1,NS2",CY142029,Yes,865,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM6428
2,"PB1,PB1-F2",CY142031,Yes,2316,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM6428
4,HA,CY142025,Yes,1703,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM6428
5,NP,CY142028,Yes,1537,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM6428
3,"PA,PA-X protein(+61)",CY142030,Yes,2208,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM6428
8,"NS1,NS2",CY142045,Yes,848,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM6702
5,NP,CY142044,Yes,1537,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM6702
2,"PB1,PB1-F2",CY142047,Yes,2316,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM6702
7,"M1,M2",CY142042,Yes,994,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM6702
3,"PA,PA-X protein(+61)",CY142046,Yes,2208,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM6702
4,HA,CY142041,Yes,1703,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM6702
6,NA,CY142043,Yes,1437,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM6702
1,PB2,CY142048,Yes,2306,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM6702
4,HA,CY142065,Yes,1703,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM7190
1,PB2,CY142072,Yes,2306,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM7190
3,"PA,PA-X protein(+61)",CY142070,Yes,2208,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM7190
7,"M1,M2",CY142066,Yes,994,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM7190
5,NP,CY142068,Yes,1537,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM7190
8,"NS1,NS2",CY142069,Yes,848,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM7190
2,"PB1,PB1-F2",CY142071,Yes,2316,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM7190
6,NA,CY142067,Yes,1437,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,9BM7190
8,"NS1,NS2",CY142974,Yes,865,H4N6,8/9/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM8129
4,HA,CY142970,Yes,1713,H4N6,8/9/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM8129
1,PB2,CY142977,Yes,2316,H4N6,8/9/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM8129
3,"PA,PA-X protein(+61)",CY142975,Yes,2208,H4N6,8/9/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM8129
2,"PB1,PB1-F2",CY142976,Yes,2316,H4N6,8/9/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM8129
7,"M1,M2",CY142971,Yes,994,H4N6,8/9/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM8129
5,NP,CY142973,Yes,1535,H4N6,8/9/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM8129
6,NA,CY142972,Yes,1436,H4N6,8/9/2009,IRD:Green-winged Teal/Avian,USA,Alaska,9-Aug,9BM8129
1,PB2,CY130339,Yes,2316,H3N8,7/11/2009,IRD:American Wigeon/Avian,USA,Alaska,9-Aug,9BM2501
4,HA,CY130332,Yes,1740,H3N8,7/11/2009,IRD:American Wigeon/Avian,USA,Alaska,9-Aug,9BM2501
8,"NS1,NS2",CY130336,Yes,865,H3N8,7/11/2009,IRD:American Wigeon/Avian,USA,Alaska,9-Aug,9BM2501
5,NP,CY130335,Yes,1535,H3N8,7/11/2009,IRD:American Wigeon/Avian,USA,Alaska,9-Aug,9BM2501
7,"M1,M2",CY130333,Yes,1002,H3N8,7/11/2009,IRD:American Wigeon/Avian,USA,Alaska,9-Aug,9BM2501
3,"PA,PA-X protein(+61)",CY130337,Yes,2208,H3N8,7/11/2009,IRD:American Wigeon/Avian,USA,Alaska,9-Aug,9BM2501
2,"PB1,PB1-F2",CY130338,Yes,2309,H3N8,7/11/2009,IRD:American Wigeon/Avian,USA,Alaska,9-Aug,9BM2501
6,NA,CY130334,Yes,1435,H3N8,7/11/2009,IRD:American Wigeon/Avian,USA,Alaska,9-Aug,9BM2501
7,"M1,M2",CY130365,Yes,1002,H10N7,6/15/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM01929
8,"NS1,NS2",CY130368,Yes,848,H10N7,6/15/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM01929
3,"PA,PA-X protein(+61)",CY130369,Yes,2208,H10N7,6/15/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM01929
4,HA,CY130364,Yes,1703,H10N7,6/15/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM01929
2,"PB1,PB1-F2",CY130370,Yes,2316,H10N7,6/15/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM01929
5,NP,CY130367,Yes,1537,H10N7,6/15/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM01929
1,PB2,CY130371,Yes,2316,H10N7,6/15/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM01929
6,NA,CY130366,Yes,1435,H10N7,6/15/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM01929
3,"PA,PA-X protein(+61)",CY130377,Yes,2208,H12N5,6/10/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02111
1,PB2,CY130379,Yes,2316,H12N5,6/10/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02111
5,NP,CY130375,Yes,1540,H12N5,6/10/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02111
2,"PB1,PB1-F2",CY130378,Yes,2316,H12N5,6/10/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02111
8,"NS1,NS2",CY130376,Yes,865,H12N5,6/10/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02111
4,HA,CY130372,Yes,1712,H12N5,6/10/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02111
7,"M1,M2",CY130373,Yes,1002,H12N5,6/10/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02111
6,NA,CY130374,Yes,1445,H12N5,6/10/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02111
8,"NS1,NS2",CY130384,Yes,865,H4N6,6/22/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02530
5,NP,CY130383,Yes,1540,H4N6,6/22/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02530
2,"PB1,PB1-F2",CY130386,Yes,2309,H4N6,6/22/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02530
3,"PA,PA-X protein(+61)",CY130385,Yes,2151,H4N6,6/22/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02530
7,"M1,M2",CY130381,Yes,991,H4N6,6/22/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02530
4,HA,CY130380,Yes,1708,H4N6,6/22/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02530
1,PB2,CY130387,Yes,2307,H4N6,6/22/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02530
6,NA,CY130382,Yes,1439,H4N6,6/22/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02530
8,"NS1,NS2",CY130441,Yes,865,H4N6,6/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02644
1,PB2,CY130444,Yes,2307,H4N6,6/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02644
4,HA,CY130437,Yes,1708,H4N6,6/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02644
7,"M1,M2",CY130438,Yes,991,H4N6,6/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02644
5,NP,CY130440,Yes,1540,H4N6,6/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02644
3,"PA,PA-X protein(+61)",CY130442,Yes,2151,H4N6,6/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02644
2,"PB1,PB1-F2",CY130443,Yes,2309,H4N6,6/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02644
6,NA,CY130439,Yes,1439,H4N6,6/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02644
8,"NS1,NS2",CY130457,Yes,865,H9N2,7/2/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02980
5,NP,CY130456,Yes,1537,H9N2,7/2/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02980
1,PB2,CY130460,Yes,2307,H9N2,7/2/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02980
7,"M1,M2",CY130454,Yes,1002,H9N2,7/2/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02980
4,HA,CY130453,Yes,1683,H9N2,7/2/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02980
2,"PB1,PB1-F2",CY130459,Yes,2316,H9N2,7/2/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02980
3,"PA,PA-X protein(+61)",CY130458,Yes,2208,H9N2,7/2/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02980
6,NA,CY130455,Yes,1439,H9N2,7/2/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM02980
7,"M1,M2",CY130462,Yes,991,H4N6,7/12/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM03979
5,NP,CY130464,Yes,1540,H4N6,7/12/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM03979
4,HA,CY130461,Yes,1708,H4N6,7/12/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM03979
3,"PA,PA-X protein(+61)",CY130466,Yes,2202,H4N6,7/12/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM03979
6,NA,CY130463,Yes,1439,H4N6,7/12/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM03979
2,"PB1,PB1-F2",CY130467,Yes,2309,H4N6,7/12/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM03979
1,PB2,CY130468,Yes,2307,H4N6,7/12/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM03979
8,"NS1,NS2",CY130465,Yes,865,H4N6,7/12/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM03979
1,PB2,CY135598,Yes,2316,H7N3,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04564
3,"PA,PA-X protein(+61)",CY135596,Yes,2201,H7N3,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04564
7,"M1,M2",CY135592,Yes,1002,H7N3,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04564
8,"NS1,NS2",CY135595,Yes,865,H7N3,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04564
6,NA,CY135593,Yes,1428,H7N3,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04564
2,"PB1,PB1-F2",CY135597,Yes,2304,H7N3,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04564
5,NP,CY135594,Yes,1540,H7N3,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04564
4,HA,CY135591,Yes,1706,H7N3,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04564
3,"PA,PA-X protein(+61)",CY135604*,Yes,2208,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04618
2,"PB1,PB1-F2",CY135605*,Yes,2274,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04618
1,PB2,CY135606*,Yes,2313,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04618
5,NP,CY135602*,Yes,1540,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04618
7,"M1,M2",CY135600*,Yes,1002,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04618
6,NA,CY135601*,Yes,1440,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04618
8,"NS1,NS2",CY135603*,Yes,865,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04618
4,HA,CY135599*,Yes,1713,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04618
4,HA,CY135607,Yes,1713,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04623
5,NP,CY135610,Yes,1540,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04623
1,PB2,CY135614,Yes,2316,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04623
8,"NS1,NS2",CY135611,Yes,865,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04623
7,"M1,M2",CY135608,Yes,1002,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04623
2,"PB1,PB1-F2",CY135613,Yes,2274,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04623
3,"PA,PA-X protein(+61)",CY135612,Yes,2208,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04623
6,NA,CY135609,Yes,1440,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04623
1,PB2,CY135622,Yes,2316,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04624
5,NP,CY135618,Yes,1540,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04624
6,NA,CY135617,Yes,1439,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04624
4,HA,CY135615,Yes,1713,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04624
3,"PA,PA-X protein(+61)",CY135620,Yes,2208,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04624
7,"M1,M2",CY135616,Yes,1002,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04624
2,"PB1,PB1-F2",CY135621,Yes,2274,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04624
8,"NS1,NS2",CY135619,Yes,865,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04624
5,NP,CY135626,Yes,1540,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04626
8,"NS1,NS2",CY135627,Yes,865,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04626
2,"PB1,PB1-F2",CY135629,Yes,2309,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04626
7,"M1,M2",CY135624,Yes,991,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04626
3,"PA,PA-X protein(+61)",CY135628,Yes,2151,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04626
4,HA,CY135623,Yes,1708,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04626
1,PB2,CY135630,Yes,2307,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04626
6,NA,CY135625,Yes,1439,H4N6,7/18/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04626
3,"PA,PA-X protein(+61)",CY135660,Yes,2202,H4N6,7/21/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04988
7,"M1,M2",CY135656,Yes,991,H4N6,7/21/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04988
1,PB2,CY135662,Yes,2307,H4N6,7/21/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04988
4,HA,CY135655,Yes,1708,H4N6,7/21/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04988
5,NP,CY135658,Yes,1540,H4N6,7/21/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04988
2,"PB1,PB1-F2",CY135661,Yes,2309,H4N6,7/21/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04988
8,"NS1,NS2",CY135659,Yes,865,H4N6,7/21/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04988
6,NA,CY135657,Yes,1439,H4N6,7/21/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM04988
3,"PA,PA-X protein(+61)",CY135692,Yes,2151,H4N6,7/23/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05247
1,PB2,CY135694,Yes,2307,H4N6,7/23/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05247
8,"NS1,NS2",CY135691,Yes,865,H4N6,7/23/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05247
7,"M1,M2",CY135688,Yes,991,H4N6,7/23/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05247
4,HA,CY135687,Yes,1708,H4N6,7/23/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05247
6,NA,CY135689,Yes,1440,H4N6,7/23/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05247
2,"PB1,PB1-F2",CY135693,Yes,2309,H4N6,7/23/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05247
5,NP,CY135690,Yes,1540,H4N6,7/23/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05247
1,PB2,CY135702,Yes,2307,H4N6,7/23/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05249
8,"NS1,NS2",CY135699,Yes,865,H4N6,7/23/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05249
3,"PA,PA-X protein(+61)",CY135700,Yes,2202,H4N6,7/23/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05249
6,NA,CY135697,Yes,1440,H4N6,7/23/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05249
4,HA,CY135695,Yes,1708,H4N6,7/23/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05249
7,"M1,M2",CY135696,Yes,991,H4N6,7/23/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05249
5,NP,CY135698,Yes,1540,H4N6,7/23/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05249
2,"PB1,PB1-F2",CY135701,Yes,2309,H4N6,7/23/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05249
1,PB2,CY135720,Yes,2307,H4N6,7/24/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05337
2,"PB1,PB1-F2",CY135719,Yes,2309,H4N6,7/24/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05337
8,"NS1,NS2",CY135717,Yes,865,H4N6,7/24/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05337
5,NP,CY135716,Yes,1540,H4N6,7/24/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05337
3,"PA,PA-X protein(+61)",CY135718,Yes,2202,H4N6,7/24/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05337
6,NA,CY135715,Yes,1440,H4N6,7/24/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05337
4,HA,CY135713,Yes,1708,H4N6,7/24/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05337
7,"M1,M2",CY135714,Yes,991,H4N6,7/24/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05337
7,"M1,M2",CY135722,Yes,1002,H7N3,7/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05347
5,NP,CY135724,Yes,1540,H7N3,7/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05347
3,"PA,PA-X protein(+61)",CY135726,Yes,2151,H7N3,7/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05347
2,"PB1,PB1-F2",CY135727,Yes,2304,H7N3,7/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05347
8,"NS1,NS2",CY135725,Yes,865,H7N3,7/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05347
1,PB2,CY135728,Yes,2307,H7N3,7/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05347
6,NA,CY135723,Yes,1428,H7N3,7/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05347
4,HA,CY135721,Yes,1706,H7N3,7/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05347
8,"NS1,NS2",CY135815,Yes,864,H3N8,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05797
2,"PB1,PB1-F2",CY135817,Yes,2316,H3N8,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05797
6,NA,CY135813,Yes,1421,H3N8,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05797
7,"M1,M2",CY135812,Yes,1002,H3N8,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05797
5,NP,CY135814,Yes,1540,H3N8,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05797
3,"PA,PA-X protein(+61)",CY135816,Yes,2208,H3N8,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05797
1,PB2,CY135818,Yes,2316,H3N8,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05797
4,HA,CY135811,Yes,1740,H3N8,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05797
7,"M1,M2",CY135820,Yes,1002,H7N3,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05860
5,NP,CY135822,Yes,1540,H7N3,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05860
6,NA,CY135821,Yes,1428,H7N3,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05860
8,"NS1,NS2",CY135823,Yes,865,H7N3,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05860
4,HA,CY135819,Yes,1706,H7N3,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05860
2,"PB1,PB1-F2",CY135825,Yes,2304,H7N3,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05860
1,PB2,CY135826,Yes,2307,H7N3,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05860
3,"PA,PA-X protein(+61)",CY135824,Yes,2151,H7N3,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05860
1,PB2,CY135834,Yes,2307,H3N8,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05900
4,HA,CY135827,Yes,1740,H3N8,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05900
8,"NS1,NS2",CY135831,Yes,865,H3N8,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05900
6,NA,CY135829,Yes,1421,H3N8,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05900
3,"PA,PA-X protein(+61)",CY135832,Yes,2208,H3N8,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05900
2,"PB1,PB1-F2",CY135833,Yes,2309,H3N8,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05900
5,NP,CY135830,Yes,1540,H3N8,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05900
7,"M1,M2",CY135828,Yes,1002,H3N8,7/26/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM05900
