Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
1,PB2,CY135406,Yes,2297,H10N7,7/27/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7)
5,NP,CY135402,Yes,1537,H10N7,7/27/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7)
6,NA,CY135401,Yes,1433,H10N7,7/27/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7)
2,"PB1,PB1-F2",CY135405,Yes,2316,H10N7,7/27/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7)
4,HA,CY135399,Yes,1703,H10N7,7/27/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7)
8,"NS1,NS2",CY135403,Yes,848,H10N7,7/27/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7)
7,"M1,M2",CY135528,Yes,994,H4N6,7/29/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5041R0/2009(H4N6)
5,NP,CY135530,Yes,1535,H4N6,7/29/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5041R0/2009(H4N6)
1,PB2,CY135534,Yes,2306,H4N6,7/29/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5041R0/2009(H4N6)
2,"PB1,PB1-F2",CY135533,Yes,2316,H4N6,7/29/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5041R0/2009(H4N6)
4,HA,CY135527,Yes,1713,H4N6,7/29/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5041R0/2009(H4N6)
3,"PA,PA-X protein(+61)",CY135532,Yes,2208,H4N6,7/29/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5041R0/2009(H4N6)
6,NA,CY135529,Yes,1436,H4N6,7/29/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5041R0/2009(H4N6)
8,"NS1,NS2",CY135531,Yes,865,H4N6,7/29/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5041R0/2009(H4N6)
3,"PA,PA-X protein(+61)",CY135540,Yes,2208,H8N4,7/29/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5045R0/2009(H8N4)
4,HA,CY135535,Yes,1719,H8N4,7/29/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5045R0/2009(H8N4)
8,"NS1,NS2",CY135539,Yes,865,H8N4,7/29/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5045R0/2009(H8N4)
2,"PB1,PB1-F2",CY135541,Yes,2316,H8N4,7/29/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5045R0/2009(H8N4)
5,NP,CY135538,Yes,1540,H8N4,7/29/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5045R0/2009(H8N4)
1,PB2,CY135542,Yes,2307,H8N4,7/29/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5045R0/2009(H8N4)
6,NA,CY135537,Yes,1437,H8N4,7/29/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5045R0/2009(H8N4)
7,"M1,M2",CY135536,Yes,1002,H8N4,7/29/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5045R0/2009(H8N4)
1,PB2,CY135558,Yes,2316,H4N6,7/30/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5277R0/2009(H4N6)
3,"PA,PA-X protein(+61)",CY135556,Yes,2208,H4N6,7/30/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5277R0/2009(H4N6)
4,HA,CY135551,Yes,1713,H4N6,7/30/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5277R0/2009(H4N6)
5,NP,CY135554,Yes,1540,H4N6,7/30/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5277R0/2009(H4N6)
8,"NS1,NS2",CY135555,Yes,865,H4N6,7/30/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5277R0/2009(H4N6)
6,NA,CY135553,Yes,1440,H4N6,7/30/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5277R0/2009(H4N6)
2,"PB1,PB1-F2",CY135557,Yes,2274,H4N6,7/30/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5277R0/2009(H4N6)
7,"M1,M2",CY135552,Yes,1002,H4N6,7/30/2009,IRD:Green-Winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM5277R0/2009(H4N6)
8,"NS1,NS2",CY142010,Yes,848,H10N7,2009,IRD:Green-winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6222R0/2009
7,"M1,M2",CY142007,Yes,994,H10N7,2009,IRD:Green-winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6222R0/2009
1,PB2,CY142013,Yes,2306,H10N7,2009,IRD:Green-winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6222R0/2009
6,NA,CY142008,Yes,1437,H10N7,2009,IRD:Green-winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6222R0/2009
4,HA,CY142006,Yes,1703,H10N7,2009,IRD:Green-winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6222R0/2009
3,"PA,PA-X protein(+61)",CY142011,Yes,2208,H10N7,2009,IRD:Green-winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6222R0/2009
2,"PB1,PB1-F2",CY142012,Yes,2316,H10N7,2009,IRD:Green-winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6222R0/2009
5,NP,CY142009,Yes,1537,H10N7,2009,IRD:Green-winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6222R0/2009
3,"PA,PA-X protein(+61)",CY142431,Yes,2208,H10N7,2009,IRD:Green-winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6223R0/2009
4,HA,CY142426,Yes,1703,H10N7,2009,IRD:Green-winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6223R0/2009
6,NA,CY142428,Yes,1433,H10N7,2009,IRD:Green-winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6223R0/2009
7,"M1,M2",CY142427,Yes,994,H10N7,2009,IRD:Green-winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6223R0/2009
5,NP,CY142429,Yes,1537,H10N7,2009,IRD:Green-winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6223R0/2009
1,PB2,CY142433,Yes,2306,H10N7,2009,IRD:Green-winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6223R0/2009
2,"PB1,PB1-F2",CY142432,Yes,2316,H10N7,2009,IRD:Green-winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6223R0/2009
8,"NS1,NS2",CY142430,Yes,848,H10N7,2009,IRD:Green-winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6223R0/2009
3,"PA,PA-X protein(+61)",CY142439,Yes,2208,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6225R0/2009
2,"PB1,PB1-F2",CY142440,Yes,2316,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6225R0/2009
5,NP,CY142437,Yes,1537,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6225R0/2009
1,PB2,CY142441,Yes,2306,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6225R0/2009
7,"M1,M2",CY142435,Yes,994,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6225R0/2009
6,NA,CY142436,Yes,1433,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6225R0/2009
4,HA,CY142434,Yes,1703,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6225R0/2009
8,"NS1,NS2",CY142438,Yes,848,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6225R0/2009
8,"NS1,NS2",CY142614,Yes,865,H4N6,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM6258R0/2009
6,NA,CY142612,Yes,1436,H4N6,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM6258R0/2009
5,NP,CY142613,Yes,1535,H4N6,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM6258R0/2009
2,"PB1,PB1-F2",CY142616,Yes,2316,H4N6,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM6258R0/2009
4,HA,CY142610,Yes,1713,H4N6,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM6258R0/2009
3,"PA,PA-X protein(+61)",CY142615,Yes,2208,H4N6,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM6258R0/2009
7,"M1,M2",CY142611,Yes,994,H4N6,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM6258R0/2009
1,PB2,CY142617,Yes,2306,H4N6,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM6258R0/2009
2,"PB1,PB1-F2",CY142632,Yes,2316,H3N8,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM6410R0/2009
3,"PA,PA-X protein(+61)",CY142631,Yes,2202,H3N8,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM6410R0/2009
7,"M1,M2",CY142627,Yes,1002,H3N8,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM6410R0/2009
1,PB2,CY142633,Yes,2293,H3N8,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM6410R0/2009
4,HA,CY142626,Yes,1723,H3N8,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM6410R0/2009
6,NA,CY142628,Yes,1421,H3N8,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM6410R0/2009
5,NP,CY142629,Yes,1540,H3N8,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM6410R0/2009
8,"NS1,NS2",CY142630,Yes,864,H3N8,8/3/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM6410R0/2009
6,NA,CY142027,Yes,1437,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6428R0/2009
1,PB2,CY142032,Yes,2306,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6428R0/2009
7,"M1,M2",CY142026,Yes,994,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6428R0/2009
8,"NS1,NS2",CY142029,Yes,865,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6428R0/2009
2,"PB1,PB1-F2",CY142031,Yes,2316,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6428R0/2009
4,HA,CY142025,Yes,1703,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6428R0/2009
5,NP,CY142028,Yes,1537,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6428R0/2009
3,"PA,PA-X protein(+61)",CY142030,Yes,2208,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6428R0/2009
8,"NS1,NS2",CY142045,Yes,848,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6702R0/2009
5,NP,CY142044,Yes,1537,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6702R0/2009
2,"PB1,PB1-F2",CY142047,Yes,2316,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6702R0/2009
7,"M1,M2",CY142042,Yes,994,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6702R0/2009
3,"PA,PA-X protein(+61)",CY142046,Yes,2208,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6702R0/2009
4,HA,CY142041,Yes,1703,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6702R0/2009
6,NA,CY142043,Yes,1437,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6702R0/2009
1,PB2,CY142048,Yes,2306,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM6702R0/2009
4,HA,CY142065,Yes,1703,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM7190R0/2009
1,PB2,CY142072,Yes,2306,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM7190R0/2009
3,"PA,PA-X protein(+61)",CY142070,Yes,2208,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM7190R0/2009
7,"M1,M2",CY142066,Yes,994,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM7190R0/2009
5,NP,CY142068,Yes,1537,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM7190R0/2009
8,"NS1,NS2",CY142069,Yes,848,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM7190R0/2009
2,"PB1,PB1-F2",CY142071,Yes,2316,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM7190R0/2009
6,NA,CY142067,Yes,1437,H10N7,2009,IRD:Green-Winged Teal/Avian,USA,Alaska,-N/A-,A/American green-winged teal/Interior Alaska/9BM7190R0/2009
8,"NS1,NS2",CY142974,Yes,865,H4N6,8/9/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM8129R0/2009
4,HA,CY142970,Yes,1713,H4N6,8/9/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM8129R0/2009
1,PB2,CY142977,Yes,2316,H4N6,8/9/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM8129R0/2009
3,"PA,PA-X protein(+61)",CY142975,Yes,2208,H4N6,8/9/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM8129R0/2009
2,"PB1,PB1-F2",CY142976,Yes,2316,H4N6,8/9/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM8129R0/2009
7,"M1,M2",CY142971,Yes,994,H4N6,8/9/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM8129R0/2009
5,NP,CY142973,Yes,1535,H4N6,8/9/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM8129R0/2009
6,NA,CY142972,Yes,1436,H4N6,8/9/2009,IRD:Green-winged Teal/Avian,USA,Alaska,09-Aug,A/American green-winged teal/Interior Alaska/9BM8129R0/2009
1,PB2,CY130339,Yes,2316,H3N8,7/11/2009,IRD:American Wigeon/Avian,USA,Alaska,09-Aug,A/American wigeon/Interior Alaska/9BM2501R1/2009
4,HA,CY130332,Yes,1740,H3N8,7/11/2009,IRD:American Wigeon/Avian,USA,Alaska,09-Aug,A/American wigeon/Interior Alaska/9BM2501R1/2009
8,"NS1,NS2",CY130336,Yes,865,H3N8,7/11/2009,IRD:American Wigeon/Avian,USA,Alaska,09-Aug,A/American wigeon/Interior Alaska/9BM2501R1/2009
5,NP,CY130335,Yes,1535,H3N8,7/11/2009,IRD:American Wigeon/Avian,USA,Alaska,09-Aug,A/American wigeon/Interior Alaska/9BM2501R1/2009
7,"M1,M2",CY130333,Yes,1002,H3N8,7/11/2009,IRD:American Wigeon/Avian,USA,Alaska,09-Aug,A/American wigeon/Interior Alaska/9BM2501R1/2009
3,"PA,PA-X protein(+61)",CY130337,Yes,2208,H3N8,7/11/2009,IRD:American Wigeon/Avian,USA,Alaska,09-Aug,A/American wigeon/Interior Alaska/9BM2501R1/2009
2,"PB1,PB1-F2",CY130338,Yes,2309,H3N8,7/11/2009,IRD:American Wigeon/Avian,USA,Alaska,09-Aug,A/American wigeon/Interior Alaska/9BM2501R1/2009
6,NA,CY130334,Yes,1435,H3N8,7/11/2009,IRD:American Wigeon/Avian,USA,Alaska,09-Aug,A/American wigeon/Interior Alaska/9BM2501R1/2009
7,"M1,M2",CY130365,Yes,1002,H10N7,6/15/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM01929R0/2010
8,"NS1,NS2",CY130368,Yes,848,H10N7,6/15/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM01929R0/2010
3,"PA,PA-X protein(+61)",CY130369,Yes,2208,H10N7,6/15/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM01929R0/2010
4,HA,CY130364,Yes,1703,H10N7,6/15/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM01929R0/2010
2,"PB1,PB1-F2",CY130370,Yes,2316,H10N7,6/15/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM01929R0/2010
5,NP,CY130367,Yes,1537,H10N7,6/15/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM01929R0/2010
1,PB2,CY130371,Yes,2316,H10N7,6/15/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM01929R0/2010
6,NA,CY130366,Yes,1435,H10N7,6/15/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM01929R0/2010
3,"PA,PA-X protein(+61)",CY130377,Yes,2208,H12N5,6/10/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02111R0/2010
1,PB2,CY130379,Yes,2316,H12N5,6/10/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02111R0/2010
5,NP,CY130375,Yes,1540,H12N5,6/10/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02111R0/2010
2,"PB1,PB1-F2",CY130378,Yes,2316,H12N5,6/10/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02111R0/2010
8,"NS1,NS2",CY130376,Yes,865,H12N5,6/10/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02111R0/2010
4,HA,CY130372,Yes,1712,H12N5,6/10/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02111R0/2010
7,"M1,M2",CY130373,Yes,1002,H12N5,6/10/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02111R0/2010
6,NA,CY130374,Yes,1445,H12N5,6/10/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02111R0/2010
8,"NS1,NS2",CY130384,Yes,865,H4N6,6/22/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02530R0/2010
5,NP,CY130383,Yes,1540,H4N6,6/22/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02530R0/2010
2,"PB1,PB1-F2",CY130386,Yes,2309,H4N6,6/22/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02530R0/2010
3,"PA,PA-X protein(+61)",CY130385,Yes,2151,H4N6,6/22/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02530R0/2010
7,"M1,M2",CY130381,Yes,991,H4N6,6/22/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02530R0/2010
4,HA,CY130380,Yes,1708,H4N6,6/22/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02530R0/2010
1,PB2,CY130387,Yes,2307,H4N6,6/22/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02530R0/2010
6,NA,CY130382,Yes,1439,H4N6,6/22/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02530R0/2010
8,"NS1,NS2",CY130441,Yes,865,H4N6,6/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02644R0/2010
1,PB2,CY130444,Yes,2307,H4N6,6/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02644R0/2010
4,HA,CY130437,Yes,1708,H4N6,6/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02644R0/2010
7,"M1,M2",CY130438,Yes,991,H4N6,6/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02644R0/2010
5,NP,CY130440,Yes,1540,H4N6,6/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02644R0/2010
3,"PA,PA-X protein(+61)",CY130442,Yes,2151,H4N6,6/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02644R0/2010
2,"PB1,PB1-F2",CY130443,Yes,2309,H4N6,6/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02644R0/2010
6,NA,CY130439,Yes,1439,H4N6,6/25/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02644R0/2010
8,"NS1,NS2",CY130457,Yes,865,H9N2,7/2/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02980R0/2010
5,NP,CY130456,Yes,1537,H9N2,7/2/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02980R0/2010
1,PB2,CY130460,Yes,2307,H9N2,7/2/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02980R0/2010
7,"M1,M2",CY130454,Yes,1002,H9N2,7/2/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02980R0/2010
4,HA,CY130453,Yes,1683,H9N2,7/2/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02980R0/2010
2,"PB1,PB1-F2",CY130459,Yes,2316,H9N2,7/2/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02980R0/2010
3,"PA,PA-X protein(+61)",CY130458,Yes,2208,H9N2,7/2/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02980R0/2010
6,NA,CY130455,Yes,1439,H9N2,7/2/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM02980R0/2010
7,"M1,M2",CY130462,Yes,991,H4N6,7/12/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM03979R0/2010
5,NP,CY130464,Yes,1540,H4N6,7/12/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM03979R0/2010
4,HA,CY130461,Yes,1708,H4N6,7/12/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/10BM03979R0/2010
