Common Name,Sample ID,Band  #,Web Tag #,Nest ID,HS Bird ID,Species,Species.1,Sex,Capture,Health,Age,Age simple,Wild/Dom.,Habitat,Sample Type,GPS N,GPS W,Time,Date,Month,Year,Name,Location,Data Sheet,Capture #,Banding Date,Recap?,Ours or Foreign?,Category,Mass,Head,Total Tarsus,Wing Chord,Culmen,Grain Index,Blood Vial,Serum Vial,Whole Blood,Specific Location,Capture Method,Vial Notes,Marker Notes,Notes,Paired?,Date Shot,Time Shot,Fecal Quality,Fecal Loc,Brood ID,Hen Band #,"Wet, Dry, Pipping?",Brood Size,HEN STATUS?,decoy band,Cloacal Sample ID,Oral Sample ID,Notes.1,Sequence Accession,Sequence Accession2,Sequence Accession3,Sequence Accession4,Sequence Accession5,Sequence Accession6,Sequence Accession7,Sequence Accession8
A/mallard/Interior Alaska/10BM06450R0/2010(H4N6),10BM06450,1837-23571,,,,MALL,Anas platyrhynchos,M,A,H,3,HY,W,M,OP,64.93499,148.81372,1053,30-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT4,1783,30-Jul-10,N,,DUCKLING,1037,107.2,55.8,220,51.6,0,836,10BM20836,10BM30836,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06449,10BM06450,,CY135882,CY135881,CY135880,CY135875,CY135878,CY135877,CY135876,CY135879
A/mallard/Interior Alaska/10BM06452R0/2010(H4N6),10BM06452,1837-23572,,,,MALL,Anas platyrhynchos,M,A,H,3,HY,W,M,OP,64.93499,148.81372,1053,30-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT4,1784,30-Jul-10,N,,DUCKLING,991,106.6,53.9,219,51.4,1,837,10BM20837,10BM30837,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06451,10BM06452,,CY135890,CY135889,CY135888,CY135883,CY135886,CY135885,CY135884,CY135887
A/mallard/Interior Alaska/10BM06454R0/2010(H4N6),10BM06454,1837-23573,,,,MALL,Anas platyrhynchos,F,A,H,3,HY,W,M,OP,64.93499,148.81372,1053,30-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT4,1785,30-Jul-10,N,,DUCKLING,836,101.6,50.5,213,51.5,0,838,10BM20838,10BM30838,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06453,10BM06454,,CY135898,CY135897,CY135896,CY135891,CY135894,CY135893,CY135892,CY135895
A/mallard/Interior Alaska/10BM06455R0/2010(H4N6),10BM06455,1837-23574,,,,MALL,Anas platyrhynchos,M,A,H,3,HY,W,M,C,64.93499,148.81372,1053,30-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT4,1786,30-Jul-10,N,,DUCKLING,858,106.7,53,218,53.6,0,839,10BM20839,10BM30839,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06455,10BM06456,,CY135906,CY135905,CY135904,CY135899,CY135902,CY135901,CY135900,CY135903
A/mallard/Interior Alaska/10BM06456R0/2010(H4N6),10BM06456,1837-23574,,,,MALL,Anas platyrhynchos,M,A,H,3,HY,W,M,OP,64.93499,148.81372,1053,30-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT4,1786,30-Jul-10,N,,DUCKLING,858,106.7,53,218,53.6,0,839,10BM20839,10BM30839,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06455,10BM06456,,CY135914,CY135913,CY135912,CY135907,CY135910,CY135909,CY135908,CY135911
A/mallard/Interior Alaska/10BM06459R0/2010(H4N6),10BM06459,1837-23576,,,,MALL,Anas platyrhynchos,M,A,H,3,HY,W,M,C,64.93499,148.81372,1053,30-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT4,1788,30-Jul-10,N,,DUCKLING,858,102.4,52,220,51.9,0,841,10BM20841,10BM30841,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06459,10BM06460,,CY135922,CY135921,CY135920,CY135915,CY135918,CY135917,CY135916,CY135919
A/mallard/Interior Alaska/10BM06460R0/2010(H4N6),10BM06460,1837-23576,,,,MALL,Anas platyrhynchos,M,A,H,3,HY,W,M,OP,64.93499,148.81372,1053,30-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT4,1788,30-Jul-10,N,,DUCKLING,858,102.4,52,220,51.9,0,841,10BM20841,10BM30841,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06459,10BM06460,,CY135930,CY135929,CY135928,CY135923,CY135926,CY135925,CY135924,CY135927
A/mallard/Interior Alaska/10BM06461R0/2010(H4N6),10BM06461,1837-23577,,,,MALL,Anas platyrhynchos,F,A,H,3,HY,W,M,C,64.93499,148.81372,1053,30-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT4,1789,30-Jul-10,N,,DUCKLING,941,105.3,52.7,212,53.9,0,842,10BM20842,10BM30842,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06461,10BM06462,,CY135938,CY135937,CY135936,CY135931,CY135934,CY135933,CY135932,CY135935
A/northern pintail/Interior Alaska/10BM06524R0/2010(H7N3),10BM06524,1146-21521,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.93499,148.81372,1053,30-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT5,1820,30-Jul-10,N,,FALL,896,102.6,47.9,266,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06523,10BM06524,,CY135946,CY135945,CY135944,CY135939,CY135942,CY135941,CY135940,CY135943
A/northern pintail/Interior Alaska/10BM06704R0/2010(H3N8),10BM06704,1146-21543,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93499,148.81372,2037,30-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT7,1863,30-Jul-10,N,,FALL,738,95.3,47.5,253,,0,893,10BM20893,10BM30893,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06704,10BM06705,,CY136034,CY136033,CY136032,CY136027,CY136030,CY136029,CY136028,CY136031
A/northern pintail/Interior Alaska/10BM06720R0/2010(H7N3),10BM06720,1146-21282,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93499,148.81372,2037,30-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR1,149,29-Jul-10,Y,O,FALL,754,98.3,48.9,246,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06720,10BM06721,,CY136042,CY136041,CY136040,CY136035,CY136038,CY136037,CY136036,CY136039
A/American green-winged teal/Interior Alaska/10BM06728R0/2010(H4N6),10BM06728,934-93750,,,,AGWT,Anas crecca carolinensis,F,A,H,HY,HY,W,M,C,64.95459,148.78583,2212,30-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT7,1870,30-Jul-10,N,,FALL,321,77.2,35.2,169,,0,900,10BM20900,10BM30900,Y LAKES,BAIT TRAP,,,,,,,,,,,,,,,10BM06728,10BM06729,,CY136050,CY136049,CY136048,CY136043,CY136046,CY136045,CY136044,CY136047
A/mallard/Interior Alaska/10BM06828R0/2010(H3N8),10BM06828,1837-23597,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,C,64.92657,148.81829,859,31-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT9,1915,31-Jul-10,N,,FALL,969,108.3,51.7,260,,1,926,10BM20926,10BM30926,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM06828,10BM06829,,CY135954,CY135953,CY135952,CY135947,CY135950,CY135949,CY135948,CY135951
A/mallard/Interior Alaska/10BM06835R0/2010(H3N8),10BM06835,1837-23600,,,,MALL,Anas platyrhynchos,M,A,H,AHY,AHY,W,M,OP,64.92657,148.81829,859,31-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT9,1918,31-Jul-10,N,,FALL,1222,112.1,53.5,275,,4,928,10BM20928,10BM30928,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM06834,10BM06835,,CY135962,CY135961,CY135960,CY135955,CY135958,CY135957,CY135956,CY135959
A/mallard/Interior Alaska/10BM06838R0/2010(H7N3),10BM06838,1837-23540,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,C,64.92657,148.81829,859,31-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR1,159,29-Jul-10,Y,O,FALL,1028,115.5,54.7,274,,1,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM06838,10BM06839,,CY135970,CY135969,CY135968,CY135963,CY135966,CY135965,CY135964,CY135967
A/northern pintail/Interior Alaska/10BM06872R0/2010(H3N8),10BM06872,1146-21572,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93499,148.81372,1001,31-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT10,1935,31-Jul-10,N,,FALL,754,98.1,47.2,245,,1,936,10BM20936,10BM30936,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06872,10BM06873,,CY135978,CY135977,CY135976,CY135971,CY135974,CY135973,CY135972,CY135975
A/northern pintail/Interior Alaska/10BM06895R0/2010(H7N3),10BM06895,1146-21520,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.93499,148.81372,1001,31-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR1,163,30-Jul-10,Y,O,FALL,630,95.2,45.8,246,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06894,10BM06895,,CY135986,CY135985,CY135984,CY135979,CY135982,CY135981,CY135980,CY135983
A/northern pintail/Interior Alaska/10BM06899R0/2010(H7N3),10BM06899,1146-21521,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.93499,148.81372,1001,31-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR1,166,30-Jul-10,Y,O,FALL,857,101.8,48,272,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06898,10BM06899,,CY135994,CY135993,CY135992,CY135987,CY135990,CY135989,CY135988,CY135991
A/mallard/Interior Alaska/10BM06905R0/2010(H7N3),10BM06905,1837-23584,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,OP,64.93499,148.81372,1001,31-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR2,169,30-Jul-10,Y,O,FALL,892,106.2,51.3,252,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06904,10BM06905,,CY136002,CY136001,CY136000,CY135995,CY135998,CY135997,CY135996,CY135999
A/mallard/Interior Alaska/10BM06909R0/2010(H7N3),10BM06909,1837-23575,,,,MALL,Anas platyrhynchos,M,A,H,3,HY,W,M,OP,64.93499,148.81372,1001,31-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR2,171,30-Jul-10,Y,O,DUCKLING,868,106.1,51.8,229,,2,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06908,10BM06909,,CY136010,CY136009,CY136008,CY136003,CY136006,CY136005,CY136004,CY136007
A/mallard/Interior Alaska/10BM06911R0/2010(H7N3),10BM06911,1837-23581,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,OP,64.93499,148.81372,1001,31-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR2,172,30-Jul-10,Y,O,FALL,800,101.7,51.3,243,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06910,10BM06911,,CY136018,CY136017,CY136016,CY136011,CY136014,CY136013,CY136012,CY136015
A/American green-winged teal/Interior Alaska/10BM07000R0/2010(H4N6),10BM07000,934-93791,,,,AGWT,Anas crecca carolinensis,M,A,H,HY,HY,W,M,C,64.95459,148.78583,2025,31-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT12,1982,31-Jul-10,N,,FALL,284,76.2,34.8,178,,0,970,10BM20970,10BM30970,Y LAKES,BAIT TRAP,,,,,,,,,,,,,,,10BM07000,10BM07001,,CY136026,CY136025,CY136024,CY136019,CY136022,CY136021,CY136020,CY136023
A/northern pintail/Interior Alaska/10BM07029R0/2010(H7N3),10BM07029,1146-21289,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.92657,148.81829,857,1-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR2,184,29-Jul-10,Y,O,FALL,698,98.2,47.8,239,,1,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM07028,10BM07029,,CY141530,CY141529,CY141528,CY141523,CY141526,CY141525,CY141524,CY141527
A/northern pintail/Interior Alaska/10BM07040R0/2010(H4N6),10BM07040,1146-21600,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.92657,148.81829,857,1-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT12,1997,1-Aug-10,N,,FALL,713,96.8,47.7,254,,1,982,10BM20982,10BM30982,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM07040,10BM07041,,CY143467,CY143466,CY143465,CY143460,CY143463,CY143462,CY143461,CY143464
A/mallard/Interior Alaska/10BM07066R0/2010(H7N3),10BM07066,1837-23617,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,C,64.92657,148.81829,857,1-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT13,2010,1-Aug-10,N,,FALL,967,106.3,51.5,237,,1,992,10BM20992,10BM30992,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM07066,10BM07067,,CY141538,CY141537,CY141536,CY141531,CY141534,CY141533,CY141532,CY141535
A/mallard/Interior Alaska/10BM07072R0/2010(H7N3),10BM07072,1837-23620,,,,MALL,Anas platyrhynchos,M,A,H,AHY,AHY,W,M,C,64.92657,148.81829,857,1-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT13,2013,1-Aug-10,N,,FALL,1302,112.4,51.6,287,,3,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM07072,10BM07073,,CY141546,CY141545,CY141544,CY141539,CY141542,CY141541,CY141540,CY141543
A/mallard/Interior Alaska/10BM07085R0/2010(H7N3),10BM07085,1837-23624,,,,MALL,Anas platyrhynchos,F,A,H,AHY,AHY,W,M,OP,64.93499,148.81372,1033,1-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT13,2019,1-Aug-10,N,,FALL,1140,105.8,50.3,276,,2,996,10BM20996,10BM30996,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07084,10BM07085,,CY141554,CY141553,CY141552,CY141547,CY141550,CY141549,CY141548,CY141551
A/mallard/Interior Alaska/10BM07092R0/2010(H7N3),10BM07092,1837-23628,,,,MALL,Anas platyrhynchos,M,A,H,AHY,AHY,W,M,C,64.93499,148.81372,1033,1-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT13,2023,1-Aug-10,N,,FALL,1322,119.5,54.3,296,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07092,10BM07093,,CY141562,CY141561,CY141560,CY141555,CY141558,CY141557,CY141556,CY141559
A/northern pintail/Interior Alaska/10BM07106R0/2010(H7N3),10BM07106,1146-21255,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93499,148.81372,1033,1-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR2,191,29-Jul-10,Y,O,FALL,776,98.8,48.8,262,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07106,10BM07107,,CY141570,CY141569,CY141568,CY141563,CY141566,CY141565,CY141564,CY141567
A/northern pintail/Interior Alaska/10BM07114R0/2010(H7N3),10BM07114,1146-21280,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93499,148.81372,1033,1-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR3,195,29-Jul-10,Y,O,FALL,620,97.1,47.3,237,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07114,10BM07115,,CY141578,CY141577,CY141576,CY141571,CY141574,CY141573,CY141572,CY141575
A/northern pintail/Interior Alaska/10BM07120R0/2010(H7N3),10BM07120,1146-21282,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93499,148.81372,1033,1-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR3,198,29-Jul-10,Y,O,FALL,719,97.3,48.7,250,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07120,10BM07121,,CY141586,CY141585,CY141584,CY141579,CY141582,CY141581,CY141580,CY141583
A/northern pintail/Interior Alaska/10BM07121R0/2010(H7N3),10BM07121,1146-21282,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.93499,148.81372,1033,1-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR3,198,29-Jul-10,Y,O,FALL,719,97.3,48.7,250,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07120,10BM07121,,CY141594,CY141593,CY141592,CY141587,CY141590,CY141589,CY141588,CY141591
A/northern pintail/Interior Alaska/10BM07242R0/2010(H4N6),10BM07242,1146-21635,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93499,148.81372,2026,1-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT15,2074,1-Aug-10,N,,FALL,696,93.3,46.5,235,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07242,10BM07243,,CY143475,CY143474,CY143473,CY143468,CY143471,CY143470,CY143469,CY143472
A/northern pintail/Interior Alaska/10BM07399R0/2010(H7N3),10BM07399,1146-21276,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.92657,148.81829,903,2-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR5,243,29-Jul-10,Y,O,FALL,853,,,259,,1,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM07398,10BM07399,,CY141341,CY141340,CY141339,CY141334,CY141337,CY141336,CY141335,CY141338
A/northern pintail/Interior Alaska/10BM07458R0/2010(H7N3),10BM07458,1146-21255,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93499,148.81372,1040,2-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR5,255,29-Jul-10,Y,O,FALL,777,,,264,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07458,10BM07459,,CY141611,CY141610,CY141609,CY141604,CY141607,CY141606,CY141605,CY141608
A/northern pintail/Interior Alaska/10BM07469R0/2010(H7N3),10BM07469,1146-21511,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.93499,148.81372,1040,2-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR5,260,30-Jul-10,Y,O,FALL,682,,,232,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07468,10BM07469,,CY141619,CY141618,CY141617,CY141612,CY141615,CY141614,CY141613,CY141616
A/northern pintail/Interior Alaska/10BM07476R0/2010(H4N6),10BM07476,1146-21685,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93499,148.81372,1040,2-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT18,2148,2-Aug-10,N,,FALL,569,93.2,45.8,235,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07476,10BM07477,,CY143483,CY143482,CY143481,CY143476,CY143479,CY143478,CY143477,CY143480
A/mallard/Interior Alaska/10BM07501R0/2010(H7N3),10BM07501,1837-23661,,,,MALL,Anas platyrhynchos,F,A,H,AHY,AHY,W,M,OP,64.93499,148.81372,1040,2-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT19,2159,2-Aug-10,N,,FALL,1170,109,52.2,253,,0,1054,10BM21054,10BM31054,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07500,10BM07501,,CY141627,CY141626,CY141625,CY141620,CY141623,CY141622,CY141621,CY141624
A/American green-winged teal/Interior Alaska/10BM07573R0/2010(H3N8),10BM07573,934-93859,,,,AGWT,Anas crecca carolinensis,F,A,H,HY,HY,W,M,C,64.95459,148.78583,1221,2-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT20,2188,2-Aug-10,N,,FALL,298,73.3,35.2,176,,0,1069,10BM21069,10BM31069,Y LAKES,BAIT TRAP,,,,,,,,,,,,,,,10BM07573,10BM07574,,CY143491,CY143490,CY143489,CY143484,CY143487,CY143486,CY143485,CY143488
A/mallard/Interior Alaska/10BM07575R0/2010(H7N3),10BM07575,1837-23665,,,,MALL,Anas platyrhynchos,M,A,H,AHY,AHY,W,M,C,64.93499,148.81372,2031,2-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT20,2189,2-Aug-10,N,,FALL,1206,113.2,53.4,279,,2,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07575,10BM07576,,CY141635,CY141634,CY141633,CY141628,CY141631,CY141630,CY141629,CY141632
A/northern pintail/Interior Alaska/10BM07597R0/2010(H3N8),10BM07597,1146-21552,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.95459,148.78583,2044,2-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR6,280,30-Jul-10,Y,O,FALL,653,,,242,,1,,,,Y LAKES,BAIT TRAP,,,,,,,,,,,,,,,10BM07597,10BM07598,,CY143499,CY143498,CY143497,CY143492,CY143495,CY143494,CY143493,CY143496
A/American green-winged teal/Interior Alaska/10BM07649R0/2010(H3N8),10BM07649,934-93879,,,,AGWT,Anas crecca carolinensis,F,A,H,HY,HY,W,M,C,64.95459,148.78583,2044,2-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT21,2220,2-Aug-10,N,,FALL,272,73.6,33.5,171,,0,1093,10BM21093,10BM31093,Y LAKES,BAIT TRAP,,,,,,,,,,,,,,,10BM07649,10BM07650,,CY143507,CY143506,CY143505,CY143500,CY143503,CY143502,CY143501,CY143504
A/northern pintail/Interior Alaska/10BM07737R0/2010(H7N3),10BM07737,1146-21255,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.92657,148.81829,902,3-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR6,287,29-Jul-10,Y,O,FALL,786,,,264,,0,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM07737,10BM07738,,CY141643,CY141642,CY141641,CY141636,CY141639,CY141638,CY141637,CY141640
A/mallard/Interior Alaska/10BM07777R0/2010(H4N6),10BM07777,1837-23574,,,,MALL,Anas platyrhynchos,M,A,H,3,HY,W,M,C,64.93499,148.81372,1044,3-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR7,299,30-Jul-10,Y,O,DUCKLING,777,107.6,50.6,236,51.9,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07777,10BM07778,,CY143515,CY143514,CY143513,CY143508,CY143511,CY143510,CY143509,CY143512
A/American green-winged teal/Interior Alaska/10BM07863R0/2010(H4N6),10BM07863,934-93902,,,,AGWT,Anas crecca carolinensis,F,A,H,AHY,AHY,W,M,C,64.95459,148.78583,1207,3-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT25,2307,3-Aug-10,N,,FALL,339,72.7,33.9,180,,0,1227,10BM21227,10BM31227,Y LAKES,BAIT TRAP,,,,,,,,,,,,,,,10BM07863,10BM07864,,CY143523,CY143522,CY143521,CY143516,CY143519,CY143518,CY143517,CY143520
A/American green-winged teal/Interior Alaska/10BM07917R0/2010(H3N8),10BM07917,934-93791,,,,AGWT,Anas crecca carolinensis,M,A,H,HY,HY,W,M,C,64.95459,148.78583,1207,3-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR7,307,31-Jul-10,Y,O,FALL,280,,,177,,0,,,,Y LAKES,BAIT TRAP,,,,,,,,,,,,,,,10BM07917,10BM07918,,CY143531,CY143530,CY143529,CY143524,CY143527,CY143526,CY143525,CY143528
A/mallard/Interior Alaska/10BM07971R0/2010(H4N6),10BM07971,1837-23715,,,,MALL,Anas platyrhynchos,M,A,H,AHY,AHY,W,M,C,64.95459,148.78583,2132,3-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT26,2349,3-Aug-10,N,,FALL,1373,110.7,53.5,283,,1,1250,10BM21250,10BM31250,Y LAKES,BAIT TRAP,,,,,,,,,,,,,,,10BM07971,10BM07972,,CY143539,CY143538,CY143537,CY143532,CY143535,CY143534,CY143533,CY143536
A/northern pintail/Interior Alaska/10BM07993R0/2010(H4N6),10BM07993,1146-21762,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.95459,148.78583,2132,3-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT27,2360,3-Aug-10,N,,FALL,632,96.8,47,245,,0,,,,Y LAKES,BAIT TRAP,,,,,,,,,,,,,,,10BM07993,10BM07994,,CY143547,CY143546,CY143545,CY143540,CY143543,CY143542,CY143541,CY143544
A/mallard/Interior Alaska/10BM08100R0/2010(H7N3),10BM08100,1837-23738,,,,MALL,Anas platyrhynchos,M,A,H,AHY,AHY,W,M,C,64.93499,148.81372,1006,4-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT29,2402,4-Aug-10,N,,FALL,1395,115.2,53.9,292,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM08100,10BM08101,,CY141669,CY141668,CY141667,CY141662,CY141665,CY141664,CY141663,CY141666
A/mallard/Interior Alaska/10BM08120R0/2010(H7N3),10BM08120,1837-23697,,,,MALL,Anas platyrhynchos,F,A,H,3,HY,W,M,C,64.93499,148.81372,1006,4-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR8,336,3-Aug-10,Y,O,DUCKLING,807,104.1,52.1,232,50.7,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM08120,10BM08121,,CY141677,CY141676,CY141675,CY141670,CY141673,CY141672,CY141671,CY141674
A/American green-winged teal/Interior Alaska/10BM08134R0/2010(H3N8),10BM08134,934-93854,,,,AGWT,Anas crecca carolinensis,M,A,H,HY,HY,W,M,C,64.95459,148.78583,1116,4-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR9,344,2-Aug-10,Y,O,FALL,309,,,183,,0,,,,Y LAKES,BAIT TRAP,,,,,,,,,,,,,,,10BM08134,10BM08135,,CY143555,CY143554,CY143553,CY143548,CY143551,CY143550,CY143549,CY143552
