,Isolate2,Isolate1,PWI,Collection Date1,Host Species1,Subtype1,Country1,State/Province1,Collection Date2,Host Species2,Subtype2,Country2,State/Province2,Time Delta
138296,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/mallard/Interior Alaska/9BM11381R0/2009,7.987019999999999,2009-08-18 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"15 days, 00:00:00"
138298,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/mallard/Interior Alaska/9BM11542R0/2009,7.985805,2009-08-19 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"14 days, 00:00:00"
138299,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/mallard/Interior Alaska/9BM11867R0/2009,7.971841,2009-08-19 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"14 days, 00:00:00"
138300,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/mallard/Interior Alaska/9BM11965R0/2009,7.958672000000001,2009-08-20 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"13 days, 00:00:00"
138305,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/mallard/Interior Alaska/9BM12388R0/2009,7.990996000000001,2009-09-02 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,00:00:00
138306,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/mallard/Interior Alaska/9BM12390R0/2009,7.990688,2009-09-02 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,00:00:00
138644,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM10471R0/2009,7.9926629999999985,2009-08-16 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"17 days, 00:00:00"
138651,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM10969R0/2009(H3N8),7.988175,2009-08-17 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"16 days, 00:00:00"
138652,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM10987R0/2009(H3N8),7.963823,2009-08-17 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"16 days, 00:00:00"
138655,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM11231R0/2009(H3N8),7.985803999999999,2009-08-18 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"15 days, 00:00:00"
138681,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM12176R0/2009,7.959125000000001,2009-08-20 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"13 days, 00:00:00"
138682,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM12180R0/2009,7.959125000000001,2009-08-20 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"13 days, 00:00:00"
138685,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM12210R0/2009,7.987254999999998,2009-08-21 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"12 days, 00:00:00"
138686,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM12211R0/2009,7.987254999999998,2009-08-21 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"12 days, 00:00:00"
138687,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM12464R0/2009,7.982107000000001,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,00:00:00
138719,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM6290R0/2009,7.979173999999999,2009-08-03 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"30 days, 00:00:00"
138723,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM6960R0/2009(H3N8),7.986163,2009-08-05 00:00:00,IRD:Northern Pintail/Avian,,,,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"28 days, 00:00:00"
138724,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM7044R0/2009,7.987982000000001,2009-08-06 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"27 days, 00:00:00"
138725,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM7050R0/2009,7.990108,2009-08-06 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"27 days, 00:00:00"
138726,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM7052R0/2009,7.9876949999999995,2009-08-06 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"27 days, 00:00:00"
138727,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM7055R0/2009,7.990108,2009-08-06 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"27 days, 00:00:00"
138728,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM7069R0/2009,7.988520999999999,2009-08-06 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"27 days, 00:00:00"
138729,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM7108R2/2009(H3N8),7.989674999999999,2009-08-06 00:00:00,IRD:Northern Pintail/Avian,,,,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"27 days, 00:00:00"
138730,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM7118R1/2009,7.988297,2009-08-06 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"27 days, 00:00:00"
138738,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM7368R0/2009,7.988207999999998,2009-08-07 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"26 days, 00:00:00"
138767,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM8553R0/2009,7.987331,2009-08-10 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"23 days, 00:00:00"
138768,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM8657R1/2009,7.975770000000002,2009-08-10 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"23 days, 00:00:00"
138771,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM8907R0/2009,7.9651200000000015,2009-08-11 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"22 days, 00:00:00"
138777,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM9153R0/2009(H3N8),7.990494000000001,2009-08-12 00:00:00,IRD:Northern Pintail/Avian,,,,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"21 days, 00:00:00"
138780,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern pintail/Interior Alaska/9BM9611R0/2009,7.988175,2009-08-13 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,"20 days, 00:00:00"
138817,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern shoveler/Interior Alaska/9BM12332R0/2009,7.993738,2009-09-02 00:00:00,IRD:Northern Shoveler/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,00:00:00
140752,A/American green-winged teal/Interior Alaska/9BM3595R1/2009(H10N7),A/mallard/Interior Alaska/9BM2750R0/2009,7.999547,2009-07-15 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-23 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"8 days, 00:00:00"
140753,A/American green-winged teal/Interior Alaska/9BM3595R1/2009(H10N7),A/mallard/Interior Alaska/9BM2751R0/2009,7.997019,2009-07-15 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-23 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"8 days, 00:00:00"
140754,A/American green-winged teal/Interior Alaska/9BM3595R1/2009(H10N7),A/mallard/Interior Alaska/9BM2783R0/2009,7.992744999999998,2009-07-15 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-23 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"8 days, 00:00:00"
140755,A/American green-winged teal/Interior Alaska/9BM3595R1/2009(H10N7),A/mallard/Interior Alaska/9BM3016R0/2009,8.0,2009-07-17 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-23 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"6 days, 00:00:00"
140756,A/American green-winged teal/Interior Alaska/9BM3595R1/2009(H10N7),A/mallard/Interior Alaska/9BM3075R2/2009,7.9984350000000015,2009-07-18 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-23 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"5 days, 00:00:00"
140757,A/American green-winged teal/Interior Alaska/9BM3595R1/2009(H10N7),A/mallard/Interior Alaska/9BM3076R0/2009,8.0,2009-07-18 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-23 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"5 days, 00:00:00"
140758,A/American green-winged teal/Interior Alaska/9BM3595R1/2009(H10N7),A/mallard/Interior Alaska/9BM3078R0/2009,8.0,2009-07-18 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-23 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"5 days, 00:00:00"
140759,A/American green-winged teal/Interior Alaska/9BM3595R1/2009(H10N7),A/mallard/Interior Alaska/9BM3205R0/2009,7.990997999999999,2009-07-20 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-23 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"3 days, 00:00:00"
140760,A/American green-winged teal/Interior Alaska/9BM3595R1/2009(H10N7),A/mallard/Interior Alaska/9BM3355R0/2009(H10N7),7.999413,2009-07-21 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-23 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"2 days, 00:00:00"
140761,A/American green-winged teal/Interior Alaska/9BM3595R1/2009(H10N7),A/mallard/Interior Alaska/9BM3357R0/2009(H10N7),8.0,2009-07-21 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-23 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"2 days, 00:00:00"
140762,A/American green-winged teal/Interior Alaska/9BM3595R1/2009(H10N7),A/mallard/Interior Alaska/9BM3361R0/2009(H10N7),8.0,2009-07-21 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-23 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"2 days, 00:00:00"
140763,A/American green-winged teal/Interior Alaska/9BM3595R1/2009(H10N7),A/mallard/Interior Alaska/9BM3379R0/2009(H10N7),8.0,2009-07-22 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-23 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"1 days, 00:00:00"
141481,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7),A/American green-winged teal/Interior Alaska/9BM3595R1/2009(H10N7),7.982316,2009-07-23 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,2009-07-27 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"4 days, 00:00:00"
141950,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7),A/mallard/Interior Alaska/9BM2750R0/2009,7.981863000000001,2009-07-15 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-27 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"12 days, 00:00:00"
141951,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7),A/mallard/Interior Alaska/9BM2751R0/2009,7.985296999999999,2009-07-15 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-27 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"12 days, 00:00:00"
141952,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7),A/mallard/Interior Alaska/9BM2783R0/2009,7.9857200000000015,2009-07-15 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-27 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"12 days, 00:00:00"
141953,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7),A/mallard/Interior Alaska/9BM3016R0/2009,7.982316,2009-07-17 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-27 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"10 days, 00:00:00"
141954,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7),A/mallard/Interior Alaska/9BM3075R2/2009,7.9807510000000015,2009-07-18 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-27 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"9 days, 00:00:00"
141955,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7),A/mallard/Interior Alaska/9BM3076R0/2009,7.982316,2009-07-18 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-27 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"9 days, 00:00:00"
141956,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7),A/mallard/Interior Alaska/9BM3078R0/2009,7.982316,2009-07-18 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-27 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"9 days, 00:00:00"
141957,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7),A/mallard/Interior Alaska/9BM3205R0/2009,7.988055999999999,2009-07-20 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-27 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"7 days, 00:00:00"
141958,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7),A/mallard/Interior Alaska/9BM3355R0/2009(H10N7),7.981729,2009-07-21 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-27 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"6 days, 00:00:00"
141959,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7),A/mallard/Interior Alaska/9BM3357R0/2009(H10N7),7.982316,2009-07-21 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-27 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"6 days, 00:00:00"
141960,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7),A/mallard/Interior Alaska/9BM3361R0/2009(H10N7),7.982316,2009-07-21 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-27 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"6 days, 00:00:00"
141961,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7),A/mallard/Interior Alaska/9BM3379R0/2009(H10N7),7.982316,2009-07-22 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-27 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"5 days, 00:00:00"
142284,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7),A/northern pintail/Interior Alaska/9BM3859R1/2009,7.981762,2009-07-24 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-07-27 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,"3 days, 00:00:00"
143483,A/American green-winged teal/Interior Alaska/9BM5041R0/2009(H4N6),A/northern pintail/Interior Alaska/9BM4347R0/2009,7.993006000000001,2009-07-27 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Green-Winged Teal/Avian,H4N6,USA,Alaska,"2 days, 00:00:00"
143485,A/American green-winged teal/Interior Alaska/9BM5041R0/2009(H4N6),A/northern pintail/Interior Alaska/9BM4583R0/2009,7.961084000000001,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Green-Winged Teal/Avian,H4N6,USA,Alaska,00:00:00
143487,A/American green-winged teal/Interior Alaska/9BM5041R0/2009(H4N6),A/northern pintail/Interior Alaska/9BM4641R0/2009,7.992136,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Green-Winged Teal/Avian,H4N6,USA,Alaska,00:00:00
143489,A/American green-winged teal/Interior Alaska/9BM5041R0/2009(H4N6),A/northern pintail/Interior Alaska/9BM4660R0/2009,7.993006000000001,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Green-Winged Teal/Avian,H4N6,USA,Alaska,00:00:00
143616,A/American green-winged teal/Interior Alaska/9BM5041R0/2009(H4N6),A/northern shoveler/Interior Alaska/9BM4905R0/2009,7.9903460000000015,2009-07-29 00:00:00,IRD:Northern Shoveler/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Green-Winged Teal/Avian,H4N6,USA,Alaska,00:00:00
147078,A/American green-winged teal/Interior Alaska/9BM6222R0/2009(H10N7),A/northern pintail/Interior Alaska/9BM4410R1/2009,7.998438,2009-07-28 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-08-03 00:00:00,IRD:American Green-winged Teal/Avian,,,,"6 days, 00:00:00"
147080,A/American green-winged teal/Interior Alaska/9BM6222R0/2009(H10N7),A/northern pintail/Interior Alaska/9BM4637R0/2009,7.997183000000001,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-08-03 00:00:00,IRD:American Green-winged Teal/Avian,,,,"5 days, 00:00:00"
147082,A/American green-winged teal/Interior Alaska/9BM6222R0/2009(H10N7),A/northern pintail/Interior Alaska/9BM4646R0/2009,7.998108999999999,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-08-03 00:00:00,IRD:American Green-winged Teal/Avian,,,,"5 days, 00:00:00"
147084,A/American green-winged teal/Interior Alaska/9BM6222R0/2009(H10N7),A/northern pintail/Interior Alaska/9BM4666R0/2009,7.999136,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-08-03 00:00:00,IRD:American Green-winged Teal/Avian,,,,"5 days, 00:00:00"
147087,A/American green-winged teal/Interior Alaska/9BM6222R0/2009(H10N7),A/northern pintail/Interior Alaska/9BM5053R0/2009,7.999134,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-08-03 00:00:00,IRD:American Green-winged Teal/Avian,,,,"5 days, 00:00:00"
147088,A/American green-winged teal/Interior Alaska/9BM6222R0/2009(H10N7),A/northern pintail/Interior Alaska/9BM5375R0/2009,7.999133,2009-07-30 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-08-03 00:00:00,IRD:American Green-winged Teal/Avian,,,,"4 days, 00:00:00"
147089,A/American green-winged teal/Interior Alaska/9BM6222R0/2009(H10N7),A/northern pintail/Interior Alaska/9BM5376R0/2009,7.999567999999999,2009-07-30 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-08-03 00:00:00,IRD:American Green-winged Teal/Avian,,,,"4 days, 00:00:00"
147090,A/American green-winged teal/Interior Alaska/9BM6222R0/2009(H10N7),A/northern pintail/Interior Alaska/9BM5554R0/2009,7.998547,2009-07-31 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-08-03 00:00:00,IRD:American Green-winged Teal/Avian,,,,"3 days, 00:00:00"
147091,A/American green-winged teal/Interior Alaska/9BM6222R0/2009(H10N7),A/northern pintail/Interior Alaska/9BM5698R0/2009,7.997534,2009-07-31 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-08-03 00:00:00,IRD:American Green-winged Teal/Avian,,,,"3 days, 00:00:00"
148276,A/American green-winged teal/Interior Alaska/9BM6223R0/2009(H10N7),A/northern pintail/Interior Alaska/9BM4410R1/2009,7.998438,2009-07-28 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-08-03 00:00:00,IRD:American Green-winged Teal/Avian,,,,"6 days, 00:00:00"
148278,A/American green-winged teal/Interior Alaska/9BM6223R0/2009(H10N7),A/northern pintail/Interior Alaska/9BM4637R0/2009,7.997183000000001,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-08-03 00:00:00,IRD:American Green-winged Teal/Avian,,,,"5 days, 00:00:00"
148280,A/American green-winged teal/Interior Alaska/9BM6223R0/2009(H10N7),A/northern pintail/Interior Alaska/9BM4646R0/2009,7.998108999999999,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-08-03 00:00:00,IRD:American Green-winged Teal/Avian,,,,"5 days, 00:00:00"
148282,A/American green-winged teal/Interior Alaska/9BM6223R0/2009(H10N7),A/northern pintail/Interior Alaska/9BM4666R0/2009,7.999136,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-08-03 00:00:00,IRD:American Green-winged Teal/Avian,,,,"5 days, 00:00:00"
148285,A/American green-winged teal/Interior Alaska/9BM6223R0/2009(H10N7),A/northern pintail/Interior Alaska/9BM5053R0/2009,7.999134,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-08-03 00:00:00,IRD:American Green-winged Teal/Avian,,,,"5 days, 00:00:00"
148286,A/American green-winged teal/Interior Alaska/9BM6223R0/2009(H10N7),A/northern pintail/Interior Alaska/9BM5375R0/2009,7.999133,2009-07-30 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-08-03 00:00:00,IRD:American Green-winged Teal/Avian,,,,"4 days, 00:00:00"
148287,A/American green-winged teal/Interior Alaska/9BM6223R0/2009(H10N7),A/northern pintail/Interior Alaska/9BM5376R0/2009,7.999567999999999,2009-07-30 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-08-03 00:00:00,IRD:American Green-winged Teal/Avian,,,,"4 days, 00:00:00"
148288,A/American green-winged teal/Interior Alaska/9BM6223R0/2009(H10N7),A/northern pintail/Interior Alaska/9BM5554R0/2009,7.998547,2009-07-31 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-08-03 00:00:00,IRD:American Green-winged Teal/Avian,,,,"3 days, 00:00:00"
